candidate_record_id,new_t1_record_count,new_t1_oos_count,new_t1_de_count,new_t1_state_missing_count,new_t1_distinct_oos_states,new_t1_source_domain_diversity,new_t1_new_record_count,new_t1_record_correction_count,new_t1_status_update_count,newly_effective_t0_record_count,t1_has_linked_update,delta_linked_record_count,delta_oos_count_total,delta_de_count_total,delta_distinct_oos_states,delta_days_since_latest_oos,delta_days_since_latest_de,delta_source_diversity,delta_state_missing_ratio,delta_cross_source_conflict_count,delta_link_confidence_mean,delta_low_confidence_link_share,delta_oos_decay_90d,delta_de_decay_90d,delta_oos_decay_365d,delta_de_decay_365d,delta_latest_source_oos_count,delta_latest_source_de_count,delta_active_address_oos_count,delta_recent_latest_source_oos_count_365d,delta_recent_latest_source_de_count_365d,delta_historical_latest_source_oos_count,delta_recent_cross_source_conflict_count_365d,delta_recency_weighted_latest_source_oos,delta_oos_evidence_after_latest_de_count,delta_de_evidence_after_latest_oos_count,delta_recent_oos_after_latest_de_present,delta_recent_oos_independent_source_count_90d,delta_recent_de_independent_source_count_90d,delta_recent_oos_cross_source_confirmation_present_90d,delta_active_address_de_count,delta_oos_to_de_transition_count,delta_de_to_oos_transition_count,delta_post_60d_oos_vehicle_signal_count,delta_current_within_60_day_grace_proxy,delta_current_past_60_day_grace_proxy,delta_days_past_60_day_grace_proxy,delta_post_60d_active_oos_credential_signal_count,delta_post_60d_combined_title_active_credential_conflict_present,delta_post_60d_prior_state_persistence_any_present,delta_post_60d_prior_state_persistence_cross_source_present,delta_new_meaningful_oos_title_signal_post_60d_present,delta_t1_update_observation_lag_mean_days,delta_t1_late_arriving_update_count_over_30d
CAN-J3IXYWVLX8,2,2,0,0,1,2,1,0,1,0,1,2,2,0,0,-398.0,74.0,0,0.0,2,0.0035314685314685734,-0.02797202797202797,1.721789339430334,-0.35396719617040173,1.7810604547936169,-0.290083320214535,2,-2,1,2,-1,0,2,1.9056995263309555,2,-2,1,2,-1,1,0,0,2,0,0,0,0,0,0,0,0,0,17.0,0
CAN-VMUFIBZQYL,2,2,0,0,1,2,1,1,0,0,1,2,2,0,0,-77.0,20.0,0,0.0,0,-0.005897435897435854,0.06666666666666667,1.392247236287624,-0.036528028984764094,1.759149492741206,-0.05737675698488842,0,0,1,1,0,-1,1,0.6153125819908629,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.5,1
CAN-34OU3CD4LO,2,0,2,0,0,2,0,0,2,0,1,2,0,2,0,53.0,-32.0,0,0.0,0,-0.0006923076923076588,0.025641025641025605,-0.030395211225457575,1.2014012506679164,-0.12421115198844479,1.5788258017336743,0,0,0,0,0,0,0,-0.04471111851670523,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0
CAN-39WXVWGNAS,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,54.0,-37.0,0,0.0,0,-0.0003205128205128194,-0.006410256410256401,-0.21691394752451076,0.6338278634600416,-0.2786604652971052,0.7620409102782477,0,0,0,0,0,0,0,-0.21775736745546936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0
CAN-K3GD1R3ANL,2,2,0,0,1,2,2,0,0,3,1,5,3,2,0,-30.0,-468.0,0,0.0,-2,-0.0010511363636364068,0.005681818181818177,1.756186791311484,1.1262296968266037,2.1828219218796976,1.4406898733454856,1,-1,0,2,1,-1,3,1.4808983315207638,0,0,0,2,1,1,1,1,2,1,0,0,173,0,0,0,0,1,10.5,0
CAN-P3X1HRNZ0X,1,1,0,0,1,1,0,0,1,3,1,4,3,1,0,-349.0,-229.0,0,0.0,0,-0.0014285714285714457,-0.02857142857142858,1.750233104682093,0.29188395275769535,2.354348641585779,0.34495952808539876,1,-1,1,2,-1,-1,1,1.723700606920127,3,-1,1,1,0,0,0,1,2,0,-1,0,0,0,0,0,0,0,1.0,0
CAN-I041L39VMI,2,1,1,0,1,1,0,2,0,3,1,5,2,3,0,-803.0,2.0,1,0.0,3,0.005793650793650795,-0.07936507936507936,1.3412656192927874,0.17942785890321789,1.703558084030672,1.5653515507245688,1,0,0,1,0,0,3,0.8143545857113695,0,-4,0,2,-1,1,0,1,2,1,-1,1,122,0,0,1,0,0,24.0,1
CAN-Z7V3713XL1,2,1,1,0,1,1,1,0,1,0,1,2,1,1,0,23.0,-117.0,0,0.0,0,-0.00976190476190475,0.11904761904761904,0.39177119919028147,0.6376794449386585,0.7931586731598523,0.8036880644796542,0,0,0,0,0,0,0,-0.10981245864518252,-1,0,0,0,1,0,0,1,1,0,0,0,23,0,0,0,0,0,44.0,2
CAN-03B5WWQ0NT,1,0,1,0,0,1,0,1,0,1,1,2,0,2,0,161.0,-208.0,0,0.0,2,0.001293706293706287,0.0,-1.1708184029267976,1.0966277090975285,-0.7973338029954204,1.3046187354881755,-2,2,0,-1,1,-1,1,-1.488440772277913,-3,2,-1,-2,1,-1,0,2,0,0,0,0,0,0,0,0,0,0,16.0,0
CAN-Y6C6DTXZ5C,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,96.0,-116.0,0,0.0,0,-0.0007692307692307443,0.0,-0.2635578847066941,0.7002579813707086,-0.2806433878851502,0.6446152171099673,0,0,0,0,1,0,1,-0.19392397499848835,-1,1,-1,0,1,0,1,0,0,0,0,0,96,0,0,0,0,0,7.0,0
CAN-O3J1RKC9U9,2,1,1,0,1,2,1,0,1,1,1,3,2,1,0,29.0,-463.0,0,-0.016666666666666663,-2,0.0013333333333331865,0.0,0.21108602402883192,0.7951928805828126,1.2877398241562887,0.633020348532711,1,-1,0,1,1,0,3,0.5443378775643652,-3,1,-1,0,1,0,1,1,2,0,-1,1,66,0,0,0,0,0,30.0,1
CAN-MF20NJLL6U,1,0,1,0,0,1,1,0,0,2,1,3,1,2,0,-76.0,-10.0,0,-0.016666666666666663,0,0.0030000000000000027,-0.06666666666666665,0.28703192086734175,0.035094211050391344,0.42820876303032307,1.0209351690712718,0,0,0,0,0,0,0,0.24589351994176356,0,-1,0,1,-1,0,0,1,1,0,0,0,148,0,0,0,0,0,30.0,0
CAN-39PQSDB3AY,2,0,2,0,0,1,2,0,0,1,1,3,1,2,0,1.0,-258.0,0,-0.016666666666666663,-2,0.003666666666666596,-0.033333333333333326,0.10743498093195925,1.5186523205828468,0.5493356969178691,1.6451808953378833,1,-1,0,1,1,0,3,0.5527246873123863,-2,2,-1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,29.0,1
CAN-DKDW3YA09O,2,2,0,0,1,2,1,1,0,1,1,3,2,1,0,4.0,61.0,0,0.0,0,-0.0016666666666667052,0.0,0.4328821182864657,-0.487659750304102,0.8063005980903757,0.2509171455876973,0,0,0,0,0,0,0,0.4387720932911332,1,0,0,1,-2,1,1,1,1,0,0,1,51,0,0,0,0,0,22.0,1
CAN-68262CC3UB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,85.0,0,0.0,0,0.0,0.0,-0.14962704620113026,-1.1728032339616035,-0.16610296108505573,-0.5508309914911478,0,0,0,0,0,0,0,-0.11168916381383687,0,0,0,0,-2,0,0,0,0,0,0,0,85,0,0,0,0,0,0.0,0
CAN-2M5IXJ7KVX,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,142.0,-16.0,0,0.0,-4,-0.0011188811188810321,0.0,-0.1907688241049218,-0.07830812801255083,-0.2665466525369855,0.8591387690575485,-1,1,0,-1,0,0,-3,-0.7323904739348444,0,2,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,48.0,1
CAN-53A3L81YS3,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,-89.0,27.0,0,0.0,0,-0.0006593406593405904,0.0,0.8130866549699841,-0.2076328370557451,0.8636406333755331,-0.13926193289499,0,0,1,1,0,-1,2,0.6227906723393737,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0
CAN-DDCE810DNO,2,2,0,0,1,2,1,1,0,1,1,3,2,1,0,-283.0,88.0,0,0.0,0,0.001033653846153837,0.0,1.5256011258298101,-0.5989398614612034,1.6071372745717072,0.24898959369690266,1,-1,0,1,-1,0,1,1.3136159333707922,2,-3,1,2,-2,1,0,1,2,1,-1,1,45,0,0,1,0,1,26.5,1
CAN-9ZBAACKT5G,1,0,1,0,0,1,1,0,0,3,1,4,1,3,0,-91.0,1.0,0,-0.03418803418803418,-2,0.0034188034188035177,-0.03418803418803418,0.2720449389702903,1.428319379754961,0.5216260693655062,2.1094378043132496,-1,1,0,0,2,-1,2,0.0914765359880112,0,2,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,9.0,0
CAN-PY1ABCR9PI,1,0,1,0,0,1,1,0,0,1,1,2,1,1,0,-240.0,-130.0,0,0.0,0,-0.008383838383838382,0.09090909090909091,0.8116199595826079,0.7025778846717232,0.7826080022576942,0.8080289463832144,1,-1,0,1,0,0,2,0.8901357956972711,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0
CAN-C2K0J7T6EI,1,0,1,0,0,1,1,0,0,1,1,2,0,2,0,66.0,-431.0,0,0.0,-2,0.004195804195804231,-0.02797202797202797,-0.05923487946778119,1.3209856660988095,-0.24903333453952103,1.6996702057051911,-2,2,0,0,2,-2,2,-0.7169539152179055,-1,2,-1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,50.0,1
CAN-4IF0CSKHW3,1,0,1,0,0,1,1,0,0,3,1,4,3,1,0,-170.0,-134.0,0,0.0,-6,0.008749999999999925,-0.08333333333333334,1.340438997589342,0.4359792464833816,2.0919440117036188,0.34620104781351113,2,-2,0,2,-1,0,-2,1.7658043858431527,1,-1,1,1,1,0,0,1,3,1,-1,1,100,0,0,1,0,0,53.0,1
CAN-W54K6RF6BF,1,0,1,0,0,1,0,0,1,2,1,3,2,1,0,-127.0,-41.0,0,0.0,-2,0.0012987012987014657,0.0,0.4616361151629827,0.29824871822514065,0.8936183386906902,0.4095201584962429,1,-1,-1,0,0,1,0,0.6884413908943054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0,1
CAN-51BRUH7TPO,1,1,0,0,1,1,1,0,0,1,1,2,2,0,0,-85.0,78.0,0,0.0,0,0.0018205128205128762,-0.010256410256410262,1.1450472070298645,-0.20105484573551213,1.5575700748131305,-0.3889939285174928,1,-1,0,1,0,0,2,0.7473817610536813,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0,0
CAN-EUJ0RZ9M2G,2,0,2,0,0,2,1,0,1,1,1,3,1,2,0,25.0,-424.0,0,0.0,0,0.0015259740259740973,-0.019480519480519487,0.1267935918954206,1.541246672796921,0.5834389560476771,1.4984846722614225,0,0,1,0,2,0,2,-0.24043737755067784,-1,1,-1,0,2,0,1,1,1,-2,1,-1,-1860,-1,-1,0,0,-1,27.5,1
CAN-OH8DYHHVII,1,1,0,0,1,1,0,1,0,1,1,2,1,1,0,-235.0,-127.0,0,0.0,0,-0.00642857142857145,0.07142857142857142,0.714452445277463,0.5179518876773084,0.6493126520210839,0.6417626709357966,-1,1,0,-1,1,0,0,-0.2362198804936979,1,-1,1,1,1,0,0,1,0,0,0,0,77,0,0,0,0,0,18.0,0
CAN-W371W1IRIZ,1,0,1,0,0,1,0,0,1,2,1,3,1,2,0,46.0,-13.0,0,0.0,2,0.0012987012987014657,0.0,-0.3911039661527501,1.0917457421337908,0.09548481185583935,1.6100149830493355,-2,2,0,0,2,-2,4,-0.7605420926718263,0,1,0,-1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,41.0,1
CAN-WXWQ2B8FBC,2,1,0,1,1,1,1,0,1,1,1,3,1,1,0,-181.0,-69.0,0,0.04807692307692307,0,-0.00552884615384619,0.0625,0.7231709092877168,0.3397743311287964,0.6697986324476233,0.6156909511654267,-1,1,1,0,1,-1,1,-0.18288984964564525,1,-2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0,1
CAN-RV83KBIIKN,1,0,1,0,0,1,1,0,0,1,1,2,1,1,0,26.0,-53.0,0,0.0,0,0.0004761904761905189,-0.023809523809523808,0.43492271180194864,0.5857264491817736,0.8123466932770003,0.7198132262018166,0,0,0,0,0,0,0,-0.04682279629308195,-1,1,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,31.0,1
CAN-9VHPPBI046,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,51.0,4.0,0,-0.006410256410256401,0,-0.0007692307692307443,0.0,-3.0264154764968043e-07,0.06774898823539477,-0.006517784823375089,0.5121319765854251,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,1
CAN-IKPHHGPHH7,2,0,2,0,0,2,0,1,1,1,1,3,1,2,0,-72.0,-164.0,0,0.0,2,0.0015259740259740973,-0.019480519480519487,-0.005425995638376535,1.4061647504506973,-0.00168593182081489,1.4318846246851487,-1,1,1,0,1,-1,3,-0.4186010762016221,-2,2,-1,1,2,0,-1,2,1,0,0,-1,-116,0,0,0,0,0,24.5,1
CAN-L6EJWJAITB,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,162.0,-288.0,0,0.0,2,-0.0004761904761905189,0.0,-0.4002933959062611,0.7989962413277086,-0.7449030193623165,0.41911028490667546,-1,1,0,-1,0,0,-1,-1.0763339139027874,-2,1,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0,0
CAN-A5IDDPXXBN,2,1,0,1,1,2,0,1,1,1,1,3,2,0,0,-38.0,88.0,0,0.07142857142857142,-2,0.0005519480519481368,0.0,1.1997456188628324,-0.313713299913178,1.5462575600224628,-0.27035100489117503,1,-1,0,2,0,-1,2,1.5080854804946933,2,0,0,1,-1,1,0,0,1,1,0,0,88,0,0,1,0,0,19.5,1
CAN-OKLWI031HO,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,107.0,-129.0,0,0.0,-2,0.002738095238095317,-0.011904761904761904,-0.17433771289848582,0.896133994094741,-0.26167520960540247,1.2819552849561235,-1,1,0,0,2,-1,2,-0.37976138973727724,-1,2,-1,0,1,0,1,1,0,0,0,0,107,0,0,0,0,0,0.0,0
CAN-ZSBIH6WYTH,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,187.0,-343.0,0,-0.004761904761904759,0,0.0018571428571428905,0.0,-0.2360690743048407,0.8929180577590625,-0.7025573551439754,0.6232407261595749,0,0,-1,-2,0,2,-2,-0.5350662898169523,-2,1,-1,0,1,0,0,0,0,0,-1,1,127,0,0,0,0,0,4.0,0
CAN-LJ5V2FYXLM,1,1,0,0,1,1,1,0,0,3,1,4,1,3,0,7.0,59.0,0,0.0,0,-0.008428571428571452,0.07142857142857142,0.034102454817675376,0.8152641906860876,0.26043101468507635,2.1180457187319197,-3,3,0,-1,3,-2,2,-1.3162675632896201,1,-1,1,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,36.0,1
CAN-VRLP6FJR5E,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,51.0,-122.0,0,0.0,0,-0.00023809523809514843,-0.004761904761904759,-0.16629443099634006,0.6375661401342299,-0.1875188594488042,0.7132403012383017,0,0,0,0,0,0,0,-0.11458953419182283,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
CAN-D5LJOJM6RO,2,0,2,0,0,2,2,0,0,3,1,5,1,4,0,50.0,-296.0,0,0.0,4,2.840909090895405e-05,0.03409090909090909,-0.18784718552940993,2.8284693148081073,0.37277755163526205,3.417312653745168,-4,4,0,-1,4,-3,4,-2.1195795664606436,-2,4,-1,-1,4,-1,1,4,0,0,0,0,0,0,0,0,0,0,24.0,1
CAN-3CL1045CGX,2,1,1,0,1,2,1,0,1,1,1,3,2,1,0,-635.0,-54.0,0,0.0,2,-0.004837662337662363,0.07142857142857142,1.7955752401318616,0.3761924491510362,1.8126092532610514,0.5069674966604016,1,-1,0,2,1,-1,4,1.6960463513517632,1,-3,1,2,0,1,1,1,2,0,1,0,0,0,0,0,0,0,10.0,0
CAN-R0TKOFOSVU,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,88.0,-90.0,0,0.0,-2,-9.803921568640739e-05,-0.0032679738562091526,-0.7051176762600246,0.30325667644008525,-0.6145365381137977,0.4425767265366307,-1,1,0,0,1,-1,1,-0.6200262694431735,-1,1,-1,-1,1,0,1,1,0,0,-1,1,28,0,0,0,0,0,8.0,0
