candidate_record_id,evidence_group,unanchored_class_changed,experimental_anchored_class_changed,total_variation_probability_change,mean_absolute_probability_change,p_review_warranted_change,experimental_anchor_t1_weight
CAN-BTSSA3BW02,meaningful_new_evidence,0,0,0.08583652286917029,0.05722434857944686,0.08583652286917032,1.0
CAN-O523BGV6IR,meaningful_new_evidence,0,0,0.14263955918088,0.09509303945392,-0.0316133066329333,1.0
CAN-NT7RNCYJL3,effectively_no_meaningful_update,0,0,0.10783835996201199,0.07189223997467466,-0.04751824630843271,0.0
CAN-YZYTAO4MG4,meaningful_new_evidence,0,0,0.0034019180016726658,0.0022679453344484437,0.0003126243023097164,1.0
CAN-2Z7D2FBM05,meaningful_new_evidence,1,1,0.10006110892267026,0.06670740594844683,0.008954298027513186,1.0
CAN-S177BFJOH6,meaningful_new_evidence,0,0,0.059640818480377555,0.039760545653585035,0.0413631866414641,1.0
CAN-6TS8MFZNG7,meaningful_new_evidence,0,0,0.1334724363919617,0.0889816242613078,0.13347243639196177,1.0
CAN-J3IXYWVLX8,meaningful_new_evidence,0,0,0.14407732663965095,0.09605155109310064,-0.144077326639651,1.0
CAN-VMUFIBZQYL,meaningful_new_evidence,1,1,0.16626270484530986,0.11084180323020658,-0.0500365964313457,1.0
CAN-34OU3CD4LO,meaningful_new_evidence,0,0,0.01439385554905133,0.009595903699367553,-0.002710159587431038,1.0
CAN-39WXVWGNAS,meaningful_new_evidence,0,0,0.05399092459109765,0.03599394972739844,0.053990924591097694,1.0
CAN-K3GD1R3ANL,meaningful_new_evidence,0,0,0.047344321051872695,0.031562880701248464,0.047344321051872584,1.0
CAN-P3X1HRNZ0X,meaningful_new_evidence,1,1,0.11717505758729274,0.07811670505819517,-0.05252685540520369,1.0
CAN-I041L39VMI,meaningful_new_evidence,0,0,0.04936117632905927,0.03290745088603952,-0.027346905637035512,1.0
CAN-Z7V3713XL1,meaningful_new_evidence,0,0,0.04834263442566113,0.032228422950440754,0.048342634425661085,1.0
CAN-03B5WWQ0NT,meaningful_new_evidence,1,1,0.08278593871913908,0.05519062581275939,0.08278593871913908,1.0
CAN-Y6C6DTXZ5C,meaningful_new_evidence,0,0,0.09593730706157899,0.06395820470771933,0.03263340053269531,1.0
CAN-O3J1RKC9U9,meaningful_new_evidence,0,0,0.027291852518177118,0.018194568345451412,0.027291852518177007,1.0
CAN-MF20NJLL6U,meaningful_new_evidence,0,0,0.030419557272741996,0.020279704848494663,-0.0034323750502566752,1.0
CAN-39PQSDB3AY,meaningful_new_evidence,0,0,0.030536657800176448,0.020357771866784297,0.030536657800176392,1.0
CAN-DKDW3YA09O,meaningful_new_evidence,0,0,0.06218329451146755,0.0414555296743117,-0.060946127345228,1.0
CAN-68262CC3UB,effectively_no_meaningful_update,0,0,0.14171298573959878,0.09447532382639919,-0.1056870683154994,0.0
CAN-2M5IXJ7KVX,meaningful_new_evidence,0,0,0.10618208869094639,0.07078805912729759,-0.10618208869094642,1.0
CAN-53A3L81YS3,meaningful_new_evidence,1,1,0.09888193147884711,0.06592128765256473,-0.09888193147884722,1.0
CAN-DDCE810DNO,meaningful_new_evidence,1,1,0.15549687299708306,0.10366458199805538,-0.15549687299708298,1.0
CAN-9ZBAACKT5G,meaningful_new_evidence,0,0,0.06830688557512246,0.04553792371674831,0.06830688557512243,1.0
CAN-PY1ABCR9PI,meaningful_new_evidence,1,1,0.16164771023626984,0.10776514015751322,-0.07910864679819107,1.0
CAN-C2K0J7T6EI,meaningful_new_evidence,0,0,0.1137370508975818,0.07582470059838788,0.11373705089758179,1.0
CAN-4IF0CSKHW3,meaningful_new_evidence,0,0,0.09210780469126487,0.06140520312750991,0.09210780469126473,1.0
CAN-W54K6RF6BF,meaningful_new_evidence,1,1,0.10695952339001187,0.07130634892667458,0.10695952339001183,1.0
CAN-51BRUH7TPO,meaningful_new_evidence,0,0,0.18265999592927157,0.12177333061951438,-0.047354222558440795,1.0
CAN-EUJ0RZ9M2G,meaningful_new_evidence,1,1,0.11804891565813251,0.07869927710542167,0.011064101605266524,1.0
CAN-OH8DYHHVII,meaningful_new_evidence,0,0,0.014772904475450238,0.009848602983633492,-0.0064643458981333835,1.0
CAN-W371W1IRIZ,meaningful_new_evidence,1,1,0.18079447681246588,0.12052965120831059,0.13888940731228352,1.0
CAN-WXWQ2B8FBC,meaningful_new_evidence,0,0,0.06918404312858228,0.04612269541905486,-0.03771957965383199,1.0
CAN-RV83KBIIKN,meaningful_new_evidence,0,0,0.009649145747342575,0.006432763831561716,0.006174328676897711,1.0
CAN-9VHPPBI046,meaningful_new_evidence,1,1,0.11579177003344104,0.07719451335562737,0.07557312037092068,1.0
CAN-IKPHHGPHH7,meaningful_new_evidence,0,0,0.05793341126167165,0.03862227417444777,0.028814641220564707,1.0
CAN-L6EJWJAITB,meaningful_new_evidence,1,1,0.07591028669361734,0.05060685779574489,0.038572640469246494,1.0
CAN-A5IDDPXXBN,meaningful_new_evidence,0,0,0.05599317714192065,0.03732878476128043,-0.04531104646827583,1.0
CAN-OKLWI031HO,meaningful_new_evidence,1,1,0.09708016078815118,0.06472010719210079,0.08023191823530224,1.0
CAN-ZSBIH6WYTH,meaningful_new_evidence,1,1,0.032987423752048994,0.02199161583469933,0.00788359962886348,1.0
CAN-LJ5V2FYXLM,meaningful_new_evidence,1,1,0.1079783074346284,0.07198553828975227,-0.003355968481708105,1.0
CAN-VRLP6FJR5E,meaningful_new_evidence,0,0,0.02875274801472419,0.019168498676482792,-0.0048768776385905155,1.0
CAN-D5LJOJM6RO,meaningful_new_evidence,1,1,0.2816528908994953,0.18776859393299686,0.1433318026700347,1.0
CAN-3CL1045CGX,meaningful_new_evidence,0,0,0.07088474870416393,0.04725649913610929,-0.026031299246066564,1.0
CAN-R0TKOFOSVU,meaningful_new_evidence,0,0,0.034628790618072225,0.02308586041204815,0.010470455852643501,1.0
CAN-V95EHLZUHQ,meaningful_new_evidence,0,0,0.06080904294290654,0.04053936196193769,0.06080904294290651,1.0
CAN-JUR9CRBOBB,meaningful_new_evidence,0,0,0.03164659884539178,0.021097732563594523,0.024513839103291746,1.0
CAN-VLWN74ODYS,meaningful_new_evidence,0,0,0.046379544173367954,0.030919696115578637,0.04637954417336804,1.0
CAN-3X6FPE9Q6I,meaningful_new_evidence,0,0,0.048990260439849,0.032660173626566,0.03697817479965071,1.0
CAN-337GK316E5,meaningful_new_evidence,0,0,0.06638688706272258,0.04425792470848172,-0.018703792328377822,1.0
CAN-76ADVG9NVE,meaningful_new_evidence,1,1,0.11643331876404533,0.07762221250936356,-0.04185690983791257,1.0
CAN-NTAINPIZ0A,meaningful_new_evidence,1,1,0.12094498178364671,0.08062998785576447,0.061024493460905826,1.0
CAN-IW6JXZW0WC,meaningful_new_evidence,1,1,0.11756044525224735,0.0783736301681649,0.03182049645844598,1.0
CAN-HHCL4OHBWI,meaningful_new_evidence,0,0,0.12265447917546987,0.08176965278364658,0.06473788859439429,1.0
CAN-070IVOS11T,meaningful_new_evidence,1,1,0.026999662858274903,0.017999775238849935,0.019283567412995306,1.0
CAN-92WQFWID3C,meaningful_new_evidence,1,1,0.14767469256140278,0.09844979504093519,-0.0678840659806007,1.0
CAN-OUUU51REC4,meaningful_new_evidence,1,1,0.15832612416131492,0.10555074944087661,0.07519323823479407,1.0
CAN-54YPSJ2HOY,meaningful_new_evidence,0,0,0.03697860645134421,0.02465240430089614,-0.005101240061790191,1.0
CAN-6GYH2VM17T,meaningful_new_evidence,0,0,0.037282085370652904,0.024854723580435268,-0.022912261054758104,1.0
CAN-I1I5ZEBNOS,meaningful_new_evidence,0,0,0.012111376997986562,0.008074251331991042,-0.01088871763689453,1.0
CAN-VGA5ERF323,meaningful_new_evidence,0,0,0.08249502307277466,0.05499668204851644,0.010101764240716599,1.0
CAN-1ILR4V7QSU,meaningful_new_evidence,0,0,0.04898201056528298,0.03265467371018865,0.03356886346597737,1.0
CAN-UAT456IPE8,meaningful_new_evidence,1,1,0.1642579826617625,0.10950532177450834,0.016129829326945205,1.0
CAN-JPQG1LX2MI,meaningful_new_evidence,1,1,0.07248838759744482,0.048325591731629876,0.01198870515229919,1.0
CAN-WIW90UQ920,meaningful_new_evidence,0,0,0.1543008421932115,0.10286722812880766,-0.041438589071357584,1.0
CAN-E3C8YWWQ7Y,meaningful_new_evidence,0,0,0.15081610838906923,0.10054407225937949,-0.0067541630754447135,1.0
CAN-3KH9A6IWRD,meaningful_new_evidence,0,0,0.06752855370978832,0.04501903580652555,-0.06752855370978822,1.0
CAN-3EBVNYT2KD,meaningful_new_evidence,0,0,0.14777796309269656,0.09851864206179771,-0.0742610024510682,1.0
CAN-1EJVSHCWNY,meaningful_new_evidence,1,1,0.06135932370138218,0.04090621580092146,-0.061359323701382196,1.0
CAN-V2R3ZOQEJ1,meaningful_new_evidence,0,0,0.09312543922096089,0.06208362614730726,-0.09312543922096089,1.0
CAN-WOQVTRSPZN,effectively_no_meaningful_update,0,0,0.0647457794900117,0.043163852993341134,0.06474577949001172,0.0
CAN-MDWNE723VW,meaningful_new_evidence,0,0,0.04592874871553765,0.030619165810358433,0.045928748715537704,1.0
CAN-DOPNRIG3J7,meaningful_new_evidence,1,1,0.21348431104602023,0.14232287403068014,0.0301853925488538,1.0
CAN-6QAYDH0ADT,meaningful_new_evidence,0,0,0.09353189138119777,0.06235459425413185,-0.014427993447412413,1.0
CAN-4IPKUJXM5L,meaningful_new_evidence,0,0,0.05904482289150295,0.03936321526100197,-0.009192232317492721,1.0
CAN-XFPTBZAKD4,meaningful_new_evidence,0,0,0.030158664236460145,0.020105776157640098,0.02891494752021359,1.0
CAN-FR0BWWT3A8,meaningful_new_evidence,1,1,0.16055990712639606,0.10703993808426404,-0.017794402017961397,1.0
CAN-G0L4UBD0A7,meaningful_new_evidence,1,1,0.16657970788684962,0.11105313859123307,0.027096781696169414,1.0
CAN-JCK74X4W0W,meaningful_new_evidence,0,0,0.06538870250400564,0.043592468336003755,0.06538870250400558,1.0
CAN-HDSDDNZC20,meaningful_new_evidence,0,0,0.06440230058823372,0.04293486705882248,0.02083325303908512,1.0
CAN-TVWR08PFRB,meaningful_new_evidence,0,0,0.09386103481159903,0.06257402320773268,0.09386103481159899,1.0
CAN-1AASQGX2CY,meaningful_new_evidence,1,1,0.10240688984463103,0.06827125989642069,0.08293579070520368,1.0
CAN-QN7D4RMLGM,meaningful_new_evidence,1,1,0.1307992045830928,0.08719946972206187,0.07209792302520801,1.0
CAN-908V6WHWCS,meaningful_new_evidence,1,1,0.09514181450486384,0.06342787633657589,0.02304722243510765,1.0
CAN-LN7251FHUX,meaningful_new_evidence,0,0,0.10493113417131585,0.0699540894475439,0.02406556287000408,1.0
CAN-3NG91MHXO7,meaningful_new_evidence,1,1,0.11605002352453017,0.07736668234968679,0.1160500235245302,1.0
CAN-Z10NEOQ4MK,meaningful_new_evidence,0,0,0.0060199530888701835,0.004013302059246789,7.01772273655199e-05,1.0
CAN-4TE7NMPPJE,meaningful_new_evidence,0,0,0.12043683277681347,0.08029122185120897,0.060455653114386054,1.0
CAN-BC7LWI7DC0,meaningful_new_evidence,0,0,0.04569698547936084,0.030464656986240558,-0.0043868570494866865,1.0
CAN-7LDHGE6GQ9,meaningful_new_evidence,0,0,0.023562528708765615,0.01570835247251041,0.022032494600966956,1.0
CAN-ZL6567MUKS,meaningful_new_evidence,0,0,0.08538588055893236,0.05692392037262157,0.08440718669171612,1.0
CAN-5AP4PCTW20,meaningful_new_evidence,1,1,0.08971290686636857,0.05980860457757905,0.03950840340836831,1.0
CAN-0LVRQM5VTY,meaningful_new_evidence,0,0,0.08500724685893662,0.05667149790595775,0.08500724685893662,1.0
CAN-2RUM709LFI,meaningful_new_evidence,0,0,0.10666649592982064,0.07111099728654709,0.10666649592982058,1.0
CAN-F953MK2ZGB,effectively_no_meaningful_update,1,0,0.12942552524120138,0.08628368349413425,0.04597336578514877,0.0
CAN-2UGC3PJWW5,meaningful_new_evidence,1,1,0.2122817941758939,0.1415211961172626,-0.204074851374975,1.0
CAN-T2MXQ0S8A2,meaningful_new_evidence,0,0,0.062729319921701,0.04181954661446733,-0.0621655416660693,1.0
CAN-T24W1R3U06,meaningful_new_evidence,1,1,0.14179569952849724,0.09453046635233149,-0.0316857449759185,1.0
CAN-AUAYH7RVG1,meaningful_new_evidence,0,0,0.07599093454150346,0.05066062302766897,0.057740363402387196,1.0
CAN-Z8MAV3XV6H,meaningful_new_evidence,0,0,0.18630657356659666,0.12420438237773111,-0.07708112540090922,1.0
CAN-EXFZPJ9GFU,meaningful_new_evidence,1,1,0.05492785661043248,0.03661857107362165,-0.040695276759621535,1.0
CAN-7KCFS10PN4,meaningful_new_evidence,1,1,0.06495249199350855,0.0433016613290057,-0.06451246158435231,1.0
CAN-2ZBXTGTFXO,effectively_no_meaningful_update,0,0,0.021710760210251367,0.014473840140167579,-0.005887598766953994,0.0
CAN-A272JRB7SZ,meaningful_new_evidence,1,1,0.06849894279955147,0.04566596186636765,-0.06849894279955143,1.0
CAN-FUNIRZSNWI,meaningful_new_evidence,0,0,0.06524249775762832,0.04349499850508554,-0.06524249775762839,1.0
CAN-NBHBPULX8I,meaningful_new_evidence,0,0,0.052390860852081764,0.03492724056805451,-0.0044039684426396,1.0
CAN-OOYNDOAL1O,meaningful_new_evidence,0,0,0.04569587036368289,0.030463913575788593,-0.04049424223229914,1.0
CAN-07NH0GGO91,meaningful_new_evidence,0,0,0.10891803119787097,0.07261202079858065,0.018986832913909124,1.0
CAN-Y7C3SKI1TJ,meaningful_new_evidence,1,1,0.2450761680976572,0.1633841120651048,0.007282323942654684,1.0
CAN-1N0TT133VC,effectively_no_meaningful_update,0,0,0.04181506862259243,0.027876712415061622,0.008451198326877907,0.0
CAN-TF8F7HXS8H,effectively_no_meaningful_update,1,0,0.07533536622987663,0.050223577486584424,-0.015551046118676581,0.0
CAN-NLM2FQOWDX,meaningful_new_evidence,0,0,0.04256654695810633,0.028377697972070886,0.0018028691057593305,1.0
CAN-71NZ4LLTW0,meaningful_new_evidence,0,0,0.0358350975058557,0.0238900650039038,0.01154955760136539,1.0
CAN-0ELVPE0E8Z,meaningful_new_evidence,0,0,0.08527275375800125,0.056848502505334166,-0.08527275375800125,1.0
CAN-I3PXA23LZ0,meaningful_new_evidence,1,1,0.06285713933599701,0.04190475955733134,0.0378404315774042,1.0
CAN-VR0B81LPAT,meaningful_new_evidence,0,0,0.07456518785460331,0.049710125236402204,0.0077204847690361955,1.0
CAN-1JVUE0ZDL6,meaningful_new_evidence,0,0,0.029445343857684464,0.01963022923845631,-0.028667484548250577,1.0
CAN-RV93OF6JXL,meaningful_new_evidence,0,0,0.03889679892016645,0.025931199280110968,-0.004235099311329704,1.0
CAN-T6ZUORBXEU,meaningful_new_evidence,0,0,0.12856771815656892,0.08571181210437928,-0.12856771815656878,1.0
CAN-U36WPUW3RA,meaningful_new_evidence,1,1,0.0961228416694809,0.0640818944463206,0.09612284166948082,1.0
CAN-J3GS6236AW,meaningful_new_evidence,0,0,0.1315115019165718,0.08767433461104786,-0.0845023286170079,1.0
CAN-6RRN2MTNG4,meaningful_new_evidence,0,0,0.06583127704582892,0.04388751803055261,-0.0376851239583999,1.0
CAN-Z0CGKQO04W,meaningful_new_evidence,0,0,0.08491873633009224,0.05661249088672816,-0.08491873633009228,1.0
CAN-3YZWCSOHI9,meaningful_new_evidence,1,1,0.13028472222068782,0.08685648148045855,0.0670993246910396,1.0
CAN-LT86W69K2H,meaningful_new_evidence,0,0,0.02911396973966955,0.0194093131597797,-0.0012662474510204136,1.0
CAN-46MO9NSNRF,meaningful_new_evidence,1,1,0.120246533775872,0.08016435585058133,-0.12024653377587202,1.0
CAN-YRP1M0OW0R,meaningful_new_evidence,0,0,0.07858054523495461,0.052387030156636406,0.06752884497538042,1.0
CAN-18Q1KNHG43,meaningful_new_evidence,1,1,0.08049399776534562,0.05366266517689708,0.04828877125095163,1.0
CAN-EG8RAQ3DCT,meaningful_new_evidence,0,0,0.07942751651141193,0.05295167767427462,0.07942751651141194,1.0
CAN-JDEJWQ7CVV,meaningful_new_evidence,1,1,0.15970192547056633,0.10646795031371088,-0.005161501230600912,1.0
CAN-QBCN8GCKZY,meaningful_new_evidence,0,0,0.08395607435139162,0.05597071623426108,0.016086161092313034,1.0
CAN-LWMJSXHIC7,meaningful_new_evidence,1,1,0.14181506508176028,0.09454337672117352,0.1135899762140122,1.0
CAN-JDCQU5WA5S,meaningful_new_evidence,0,0,0.04285652435234,0.02857101623489333,-0.010288286330933205,1.0
CAN-Q7HNG2GSBG,meaningful_new_evidence,0,0,0.017799361311957418,0.011866240874638279,0.0016273646387499618,1.0
CAN-6NARL779MS,meaningful_new_evidence,1,1,0.10702786670270763,0.07135191113513842,-0.040468802219218086,1.0
CAN-I6A6TLNAEK,meaningful_new_evidence,0,0,0.08108272858363595,0.05405515238909064,-0.06654174221916828,1.0
CAN-FMUDUDCCQ1,meaningful_new_evidence,0,0,0.06357542127741832,0.042383614184945545,0.0023281558096099053,1.0
CAN-6PXEHF8U9A,meaningful_new_evidence,0,0,0.024154925182964512,0.016103283455309675,0.024154925182964526,1.0
CAN-77C3LN7F3W,meaningful_new_evidence,1,1,0.06962377024207655,0.046415846828051034,0.0276068088137984,1.0
CAN-R2GQ9QC70X,meaningful_new_evidence,0,0,0.05450092172336013,0.03633394781557342,-0.020495239194650017,1.0
CAN-JFXPNATKCB,effectively_no_meaningful_update,0,0,0.09838425545556419,0.06558950363704279,0.00579067283526663,0.0
CAN-XQ03J0NVRE,meaningful_new_evidence,0,0,0.08213542177863409,0.05475694785242272,0.02301113883577588,1.0
CAN-D6N1PRVZX4,meaningful_new_evidence,0,0,0.052283997599114396,0.034855998399409595,0.012588986718046424,1.0
CAN-XEBO74HVI2,meaningful_new_evidence,1,1,0.12108954116984685,0.08072636077989791,0.0661556308751217,1.0
CAN-NM1ZI3SR0Z,meaningful_new_evidence,1,1,0.034828377107320285,0.023218918071546857,-0.03482837710732023,1.0
CAN-9MZNFXW1XL,meaningful_new_evidence,0,0,0.07138283353228356,0.04758855568818904,0.07138283353228353,1.0
CAN-B08WKL6OXJ,meaningful_new_evidence,0,0,0.06306418868518293,0.04204279245678862,0.057381424410360315,1.0
CAN-UU6X53E692,meaningful_new_evidence,1,1,0.16503101139586573,0.11002067426391049,0.021165926102713895,1.0
CAN-9JDS02RP60,meaningful_new_evidence,0,0,0.15934824491254163,0.10623216327502776,-0.042433967338011094,1.0
CAN-2G1JFT6ZTJ,meaningful_new_evidence,1,1,0.22513169598397084,0.15008779732264724,0.0567149152535167,1.0
CAN-L0SP7JMIHO,meaningful_new_evidence,1,1,0.14759393225240663,0.09839595483493775,0.028146139176244617,1.0
CAN-LLTSKFVXT5,meaningful_new_evidence,0,0,0.06149814246344179,0.040998761642294525,0.05414806141277029,1.0
CAN-BI6UPTQNW3,meaningful_new_evidence,0,0,0.0737748857953516,0.049183257196901066,0.07377488579535159,1.0
CAN-TELUJ788TA,meaningful_new_evidence,1,1,0.07654117819057214,0.051027452127048095,0.008213297088490223,1.0
CAN-MF3YOTPYUG,effectively_no_meaningful_update,0,0,0.09633472762833012,0.06422315175222008,-0.01641371598665381,0.0
CAN-U335I66X1L,meaningful_new_evidence,0,0,0.031104782556978766,0.02073652170465251,0.031104782556978794,1.0
CAN-EE22T85Z00,meaningful_new_evidence,0,0,0.13140207033429158,0.08760138022286106,0.1314020703342917,1.0
CAN-1EDIVO89WQ,meaningful_new_evidence,0,0,0.10797913011725548,0.07198608674483699,0.09427213271085191,1.0
CAN-7US9OUHJZZ,meaningful_new_evidence,0,0,0.13299621446111382,0.08866414297407588,-0.13299621446111387,1.0
CAN-XP0H4OGY4R,meaningful_new_evidence,1,1,0.04789993003827496,0.03193328669218331,-0.027775866153942425,1.0
CAN-R2K9KWW4IR,meaningful_new_evidence,1,1,0.03639501660503633,0.02426334440335755,0.03530867047903491,1.0
CAN-73I5UOYJ8S,meaningful_new_evidence,1,1,0.0672217427246043,0.0448144951497362,-0.06321108753741189,1.0
CAN-U1Z8R52VZL,meaningful_new_evidence,0,0,0.07602204237031306,0.0506813615802087,0.0760220423703131,1.0
CAN-XG27DZO3KB,meaningful_new_evidence,1,1,0.11238764536188667,0.07492509690792444,0.08925569462432326,1.0
CAN-P1PYL25ZL9,meaningful_new_evidence,0,0,0.09049872902438491,0.060332486016256605,0.03308013241667651,1.0
CAN-1ECQAGI5JP,meaningful_new_evidence,1,1,0.17649936314235365,0.11766624209490244,0.0890204153462088,1.0
CAN-N4BSTUTXRQ,meaningful_new_evidence,0,0,0.02542534143639852,0.01695022762426568,0.02542534143639852,1.0
CAN-F7ABXDAHZE,meaningful_new_evidence,0,0,0.02785908145841394,0.01857272097227596,0.007233666133749206,1.0
CAN-D40KMUYRCC,meaningful_new_evidence,1,1,0.11595777244320843,0.07730518162880562,-0.026660521164573292,1.0
CAN-84VS7OTHWK,meaningful_new_evidence,0,0,0.0382306273477717,0.025487084898514468,-0.0382306273477718,1.0
CAN-WM9XMB3PWK,meaningful_new_evidence,0,0,0.04263741598020539,0.02842494398680359,-0.0426374159802054,1.0
CAN-LGTT4L633J,meaningful_new_evidence,0,0,0.05736903789578733,0.03824602526385822,-0.05736903789578729,1.0
CAN-2B1096MPJS,meaningful_new_evidence,1,1,0.07637319997137959,0.050915466647586394,0.07637319997137965,1.0
CAN-046H2OTGZ2,meaningful_new_evidence,1,1,0.10080478528265056,0.06720319018843371,0.10080478528265052,1.0
CAN-MEIBJK60VH,meaningful_new_evidence,1,1,0.10124787573028604,0.0674985838201907,-0.06918673890905436,1.0
CAN-O4D2DLAWKI,meaningful_new_evidence,0,0,0.03589820084975753,0.023932133899838354,-0.01926422179349757,1.0
CAN-IL8QQWT5OK,meaningful_new_evidence,0,0,0.0659513397836506,0.043967559855767065,0.06595133978365061,1.0
CAN-NEJAGGG787,meaningful_new_evidence,1,1,0.11083759159455989,0.07389172772970659,0.06577049459554113,1.0
CAN-GVYIKMFI01,meaningful_new_evidence,1,1,0.0731204217608957,0.04874694784059713,-0.07312042176089578,1.0
CAN-E8WREAT26H,meaningful_new_evidence,1,1,0.15376615025041074,0.10251076683360716,0.03282443230430701,1.0
CAN-UK90NK9MK6,meaningful_new_evidence,0,0,0.12673303782544532,0.08448869188363022,0.0208387082679459,1.0
CAN-N475PRCCVF,meaningful_new_evidence,0,0,0.06620710076338163,0.04413806717558775,0.06620710076338171,1.0
CAN-T5ACUEME65,effectively_no_meaningful_update,1,0,0.11187356861517064,0.07458237907678043,-0.0023437511828242052,0.0
CAN-QHZI2LU513,meaningful_new_evidence,1,1,0.17227106951413917,0.11484737967609278,-0.17227106951413923,1.0
CAN-FPLA3VZS48,meaningful_new_evidence,0,0,0.08861169673059971,0.05907446448706647,-0.08861169673059971,1.0
CAN-GXJ24HCJNA,meaningful_new_evidence,0,0,0.04773610812664145,0.03182407208442763,-0.022736808139616704,1.0
CAN-ZT2IKHIVWC,meaningful_new_evidence,0,0,0.04384847820447319,0.02923231880298213,0.0021388592664799005,1.0
CAN-MUPLMDT834,meaningful_new_evidence,0,0,0.08845504085853828,0.05897002723902552,0.08790707298520241,1.0
CAN-OW71KH6RQ7,meaningful_new_evidence,0,0,0.11529158750200816,0.0768610583346721,-0.05084203842429941,1.0
CAN-G36TJAL2Q4,meaningful_new_evidence,1,1,0.0765766821753856,0.051051121450257066,0.0765766821753856,1.0
CAN-B5EQTB2LC6,meaningful_new_evidence,0,0,0.02972835793058881,0.019818905287059208,0.02972835793058881,1.0
CAN-O0L31WSOXI,meaningful_new_evidence,0,0,0.09923505003774556,0.0661567000251637,0.01925766359796069,1.0
CAN-CJG1ESE5OV,meaningful_new_evidence,1,1,0.14675752339688922,0.09783834893125948,-0.005070349235382299,1.0
CAN-15LMACETZC,meaningful_new_evidence,1,1,0.14590877177370903,0.09727251451580603,0.02804025052130299,1.0
CAN-OQJMDWVDR6,meaningful_new_evidence,1,1,0.10901518508636837,0.07267679005757892,0.10901518508636837,1.0
CAN-5SULZ3EPLX,meaningful_new_evidence,0,0,0.03468524276260694,0.023123495175071295,0.023782357063392212,1.0
CAN-B71NIJK0PO,meaningful_new_evidence,0,0,0.1272584475163867,0.08483896501092447,0.038795619988197,1.0
CAN-3RND4T0X14,meaningful_new_evidence,1,1,0.22149550195787493,0.14766366797191663,-0.1755738441328691,1.0
CAN-Z3AKT906IV,meaningful_new_evidence,0,0,0.09180803823714927,0.06120535882476618,-0.09180803823714923,1.0
CAN-D7OFE7904M,meaningful_new_evidence,0,0,0.01600336653699487,0.010668911024663247,0.008535712732227863,1.0
CAN-TH7FSXK3PY,meaningful_new_evidence,0,0,0.08290412166193778,0.05526941444129185,0.08290412166193789,1.0
CAN-YQ838YTNHA,meaningful_new_evidence,0,0,0.10732810210792804,0.07155206807195202,0.10732810210792809,1.0
CAN-2Z0DNB6RWM,meaningful_new_evidence,1,1,0.2420595800710975,0.16137305338073168,0.0455483165306394,1.0
CAN-U2DOG5J182,meaningful_new_evidence,1,1,0.05149751946540437,0.03433167964360292,0.0015384297127991053,1.0
CAN-2RO39SR77J,meaningful_new_evidence,1,1,0.10782456478404012,0.07188304318936008,-0.10782456478404018,1.0
