candidate_record_id,phase,p_review_warranted,p_review_not_warranted,p_insufficient_evidence,predicted_class,review_priority,prediction_origin
CAN-58WQJ4U3GW,T0,0.16985098962352727,0.4419983058675837,0.38815070450888894,review_not_warranted,0.16985098962352727,full_fit
CAN-AMJ562SVCQ,T0,0.3275421941106369,0.3118313544843654,0.3606264514049977,insufficient_evidence,0.3275421941106369,full_fit
CAN-RODZDIBM5J,T0,0.4160115323183428,0.2890814256493303,0.2949070420323269,review_warranted,0.4160115323183428,full_fit
CAN-AX19D3S77C,T0,0.2762773654226857,0.32503358527085546,0.3986890493064588,insufficient_evidence,0.2762773654226857,full_fit
CAN-4KGSUV4HFA,T0,0.3217324002008096,0.3804002323716088,0.2978673674275815,review_not_warranted,0.3217324002008096,full_fit
CAN-BTSSA3BW02,T0,0.26103091002900763,0.32558767359726454,0.4133814163737279,insufficient_evidence,0.26103091002900763,full_fit
CAN-O523BGV6IR,T0,0.1842553671502116,0.4362312098223199,0.3795134230274685,review_not_warranted,0.1842553671502116,outer_oof
CAN-NT7RNCYJL3,T0,0.4947643282075932,0.1817610293665997,0.3234746424258071,review_warranted,0.4947643282075932,full_fit
CAN-YZYTAO4MG4,T0,0.47642451914545275,0.2549586798456175,0.2686168010089297,review_warranted,0.47642451914545275,full_fit
CAN-2Z7D2FBM05,T0,0.3100208853465295,0.39186625185958746,0.29811286279388305,review_not_warranted,0.3100208853465295,full_fit
CAN-S177BFJOH6,T0,0.44555697091004803,0.21021034547437864,0.34423268361557335,review_warranted,0.44555697091004803,full_fit
CAN-6TS8MFZNG7,T0,0.35265259736457977,0.3054204442259525,0.34192695840946774,review_warranted,0.35265259736457977,full_fit
CAN-J3IXYWVLX8,T0,0.3759641711028075,0.2448201980653619,0.3792156308318307,insufficient_evidence,0.3759641711028075,full_fit
CAN-VMUFIBZQYL,T0,0.15022354888454112,0.4174201564282896,0.4323562946871692,insufficient_evidence,0.15022354888454112,full_fit
CAN-34OU3CD4LO,T0,0.4799093190678274,0.2084337783889727,0.3116569025431998,review_warranted,0.4799093190678274,full_fit
CAN-39WXVWGNAS,T0,0.23800226501127353,0.37780913815252276,0.38418859683620366,insufficient_evidence,0.23800226501127353,full_fit
CAN-K3GD1R3ANL,T0,0.2593197000880563,0.3850758936039152,0.3556044063080286,review_not_warranted,0.2593197000880563,full_fit
CAN-P3X1HRNZ0X,T0,0.35094175430930297,0.3684252888376258,0.2806329568530712,review_not_warranted,0.35094175430930297,full_fit
CAN-I041L39VMI,T0,0.4735026050682582,0.2593621550503267,0.2671352398814151,review_warranted,0.4735026050682582,full_fit
CAN-Z7V3713XL1,T0,0.2137893163054939,0.3915724376542511,0.394638246040255,insufficient_evidence,0.2137893163054939,full_fit
CAN-03B5WWQ0NT,T0,0.23433959995919482,0.39996739136610454,0.36569300867470067,review_not_warranted,0.23433959995919482,full_fit
CAN-Y6C6DTXZ5C,T0,0.28468967833117453,0.35390569775777186,0.36140462391105366,insufficient_evidence,0.28468967833117453,full_fit
CAN-O3J1RKC9U9,T0,0.14575001483718197,0.4345344631273041,0.419715522035514,review_not_warranted,0.14575001483718197,full_fit
CAN-MF20NJLL6U,T0,0.49344797006098046,0.18209478984685634,0.3244572400921632,review_warranted,0.49344797006098046,full_fit
CAN-39PQSDB3AY,T0,0.15850954602005643,0.4093943404460894,0.4320961135338542,insufficient_evidence,0.15850954602005643,full_fit
CAN-DKDW3YA09O,T0,0.30515534251340515,0.4221063246224156,0.2727383328641792,review_not_warranted,0.30515534251340515,full_fit
CAN-68262CC3UB,T0,0.5413173184173006,0.14614034820353472,0.3125423333791647,review_warranted,0.5413173184173006,full_fit
CAN-2M5IXJ7KVX,T0,0.5838123441234675,0.1475677955890737,0.2686198602874587,review_warranted,0.5838123441234675,full_fit
CAN-53A3L81YS3,T0,0.3852044894477502,0.29827256262024027,0.3165229479320096,review_warranted,0.3852044894477502,full_fit
CAN-DDCE810DNO,T0,0.4809577838611104,0.23252641197579418,0.2865158041630953,review_warranted,0.4809577838611104,full_fit
CAN-9ZBAACKT5G,T0,0.4765053827668658,0.22774428598417715,0.29575033124895705,review_warranted,0.4765053827668658,full_fit
CAN-PY1ABCR9PI,T0,0.4006090113085017,0.35420061368012457,0.24519037501137364,review_warranted,0.4006090113085017,full_fit
CAN-C2K0J7T6EI,T0,0.39180238947206875,0.2574739221263901,0.35072368840154117,review_warranted,0.39180238947206875,full_fit
CAN-4IF0CSKHW3,T0,0.2540479145665326,0.44070422776383245,0.30524785766963514,review_not_warranted,0.2540479145665326,full_fit
CAN-W54K6RF6BF,T0,0.22723200857122725,0.39749942965100804,0.37526856177776485,review_not_warranted,0.22723200857122725,full_fit
CAN-51BRUH7TPO,T0,0.17502156420122233,0.44449882344747793,0.3804796123512998,review_not_warranted,0.17502156420122233,full_fit
CAN-EUJ0RZ9M2G,T0,0.1517915701595091,0.5200542636095548,0.32815416623093624,review_not_warranted,0.1517915701595091,full_fit
CAN-OH8DYHHVII,T0,0.3082083434481451,0.28641246745191123,0.40537918909994375,insufficient_evidence,0.3082083434481451,full_fit
CAN-W371W1IRIZ,T0,0.22786802307227827,0.46468795970561955,0.3074440172221023,review_not_warranted,0.22786802307227827,full_fit
CAN-WXWQ2B8FBC,T0,0.3678718977474295,0.24593520150175754,0.3861929007508129,insufficient_evidence,0.3678718977474295,full_fit
CAN-RV83KBIIKN,T0,0.19266854553245683,0.4537391868148325,0.3535922676527106,review_not_warranted,0.19266854553245683,full_fit
CAN-9VHPPBI046,T0,0.4149448537553763,0.16741790990292987,0.41763723634169375,insufficient_evidence,0.4149448537553763,full_fit
CAN-IKPHHGPHH7,T0,0.31033904798033574,0.27341194643024797,0.41624900558941635,insufficient_evidence,0.31033904798033574,full_fit
CAN-L6EJWJAITB,T0,0.2080555034860603,0.4033283530808119,0.38861614343312784,review_not_warranted,0.2080555034860603,full_fit
CAN-A5IDDPXXBN,T0,0.45843537552750757,0.2741376542431714,0.2674269702293211,review_warranted,0.45843537552750757,full_fit
CAN-OKLWI031HO,T0,0.29028988312172244,0.29764708447996846,0.41206303239830916,insufficient_evidence,0.29028988312172244,full_fit
CAN-ZSBIH6WYTH,T0,0.17610608223473787,0.42147241332758856,0.4024215044376736,review_not_warranted,0.17610608223473787,full_fit
CAN-LJ5V2FYXLM,T0,0.3406120197013121,0.43384335406261976,0.22554462623606816,review_not_warranted,0.3406120197013121,full_fit
CAN-VRLP6FJR5E,T0,0.37802576759546547,0.3175040065403618,0.30447022586417266,review_warranted,0.37802576759546547,full_fit
CAN-D5LJOJM6RO,T0,0.08353270938041284,0.6287261679595763,0.287741122660011,review_not_warranted,0.08353270938041284,full_fit
CAN-3CL1045CGX,T0,0.3795483282141818,0.23897417575792307,0.38147749602789516,insufficient_evidence,0.3795483282141818,full_fit
CAN-R0TKOFOSVU,T0,0.16640466057193468,0.4578424074661789,0.37575293196188647,review_not_warranted,0.16640466057193468,full_fit
CAN-V95EHLZUHQ,T0,0.2653763017860882,0.36886522817141976,0.3657584700424921,review_not_warranted,0.2653763017860882,full_fit
CAN-JUR9CRBOBB,T0,0.45800157851060774,0.22822646072122205,0.31377196076817027,review_warranted,0.45800157851060774,outer_oof
CAN-VLWN74ODYS,T0,0.34518893569953163,0.31793586431530446,0.3368751999851639,review_warranted,0.34518893569953163,full_fit
CAN-3X6FPE9Q6I,T0,0.3553612549315892,0.3131359117048835,0.3315028333635273,review_warranted,0.3553612549315892,full_fit
CAN-337GK316E5,T0,0.179937518065888,0.43100863368163406,0.389053848252478,review_not_warranted,0.179937518065888,full_fit
CAN-76ADVG9NVE,T0,0.3730776174177456,0.35590801391173105,0.2710143686705233,review_warranted,0.3730776174177456,full_fit
CAN-NTAINPIZ0A,T0,0.2318009162275016,0.4627078415051001,0.30549124226739843,review_not_warranted,0.2318009162275016,full_fit
CAN-IW6JXZW0WC,T0,0.21148973587769507,0.328865714118834,0.4596445500034711,insufficient_evidence,0.21148973587769507,full_fit
CAN-HHCL4OHBWI,T0,0.0885494049021323,0.5622457630100102,0.3492048320878574,review_not_warranted,0.0885494049021323,full_fit
CAN-070IVOS11T,T0,0.19510843052076232,0.3979472048147309,0.40694436466450673,insufficient_evidence,0.19510843052076232,full_fit
CAN-92WQFWID3C,T0,0.3998223149267447,0.3276280657109389,0.27254961936231636,review_warranted,0.3998223149267447,full_fit
CAN-OUUU51REC4,T0,0.29672575910469606,0.4183820461477326,0.2848921947475714,review_not_warranted,0.29672575910469606,full_fit
CAN-54YPSJ2HOY,T0,0.26167922100021457,0.40190533720051286,0.3364154417992725,review_not_warranted,0.26167922100021457,full_fit
CAN-6GYH2VM17T,T0,0.15356945282628634,0.5441608902703844,0.3022696569033292,review_not_warranted,0.15356945282628634,full_fit
CAN-I1I5ZEBNOS,T0,0.4047731011018698,0.270761278918672,0.3244656199794581,review_warranted,0.4047731011018698,full_fit
CAN-VGA5ERF323,T0,0.15783455812296152,0.5209448580201963,0.32122058385684216,review_not_warranted,0.15783455812296152,full_fit
CAN-1ILR4V7QSU,T0,0.23609653188191027,0.3625123669007927,0.4013911012172971,insufficient_evidence,0.23609653188191027,full_fit
CAN-UAT456IPE8,T0,0.17417185830939408,0.3162972806839918,0.509530861006614,insufficient_evidence,0.17417185830939408,full_fit
CAN-JPQG1LX2MI,T0,0.21913408744441576,0.3826733501579009,0.3981925623976833,insufficient_evidence,0.21913408744441576,full_fit
CAN-WIW90UQ920,T0,0.19874233371881342,0.4259078776927154,0.37534978858847123,review_not_warranted,0.19874233371881342,full_fit
CAN-E3C8YWWQ7Y,T0,0.16668637321746466,0.43478559983139886,0.3985280269511365,review_not_warranted,0.16668637321746466,full_fit
CAN-3KH9A6IWRD,T0,0.5341395725668818,0.19849093855915628,0.2673694888739618,review_warranted,0.5341395725668818,full_fit
CAN-3EBVNYT2KD,T0,0.20093049011430508,0.452464380452498,0.34660512943319677,review_not_warranted,0.20093049011430508,full_fit
CAN-1EJVSHCWNY,T0,0.43390077945288796,0.21276281399077931,0.3533364065563327,review_warranted,0.43390077945288796,outer_oof
CAN-V2R3ZOQEJ1,T0,0.49525789748207383,0.2913565145735516,0.2133855879443745,review_warranted,0.49525789748207383,full_fit
CAN-WOQVTRSPZN,T0,0.08658872586428885,0.6197955957879152,0.293615678347796,review_not_warranted,0.08658872586428885,full_fit
CAN-MDWNE723VW,T0,0.469589975455502,0.2015140691670557,0.32889595537744215,review_warranted,0.469589975455502,full_fit
CAN-DOPNRIG3J7,T0,0.11741832185072047,0.6008507934427377,0.2817308847065419,review_not_warranted,0.11741832185072047,full_fit
CAN-6QAYDH0ADT,T0,0.39119409234916047,0.35298715232406885,0.2558187553267708,review_warranted,0.39119409234916047,full_fit
CAN-4IPKUJXM5L,T0,0.14758463205034947,0.4798429665776827,0.3725724013719678,review_not_warranted,0.14758463205034947,full_fit
CAN-XFPTBZAKD4,T0,0.17126089292936905,0.46688811140764014,0.3618509956629909,review_not_warranted,0.17126089292936905,full_fit
CAN-FR0BWWT3A8,T0,0.16517586739474643,0.3245588067623131,0.5102653258429405,insufficient_evidence,0.16517586739474643,full_fit
CAN-G0L4UBD0A7,T0,0.17738024314970438,0.3472305365972246,0.47538922025307107,insufficient_evidence,0.17738024314970438,full_fit
CAN-JCK74X4W0W,T0,0.2702302535613365,0.31008958140166004,0.41968016503700356,insufficient_evidence,0.2702302535613365,full_fit
CAN-HDSDDNZC20,T0,0.34602240130373374,0.1986728234884999,0.4553047752077664,insufficient_evidence,0.34602240130373374,full_fit
CAN-TVWR08PFRB,T0,0.24237872540550434,0.3052936486925258,0.4523276259019699,insufficient_evidence,0.24237872540550434,full_fit
CAN-1AASQGX2CY,T0,0.30371012600509856,0.23125773031112348,0.46503214368377793,insufficient_evidence,0.30371012600509856,full_fit
CAN-QN7D4RMLGM,T0,0.21745456957383288,0.4575932979231845,0.32495213250298266,review_not_warranted,0.21745456957383288,full_fit
CAN-908V6WHWCS,T0,0.31531986848465243,0.3021655471292211,0.3825145843861265,insufficient_evidence,0.31531986848465243,full_fit
CAN-LN7251FHUX,T0,0.19684347530835167,0.4045685276519764,0.39858799703967185,review_not_warranted,0.19684347530835167,full_fit
CAN-3NG91MHXO7,T0,0.2778055227280917,0.3486740824748807,0.37352039479702764,insufficient_evidence,0.2778055227280917,full_fit
CAN-Z10NEOQ4MK,T0,0.2980061293501767,0.33186238876622093,0.37013148188360245,insufficient_evidence,0.2980061293501767,full_fit
CAN-4TE7NMPPJE,T0,0.4507838714231843,0.15432266120457314,0.3948934673722425,review_warranted,0.4507838714231843,full_fit
CAN-BC7LWI7DC0,T0,0.16102847616190122,0.48251526202252726,0.3564562618155715,review_not_warranted,0.16102847616190122,full_fit
CAN-7LDHGE6GQ9,T0,0.444571891717749,0.22667235127591495,0.328755757006336,review_warranted,0.444571891717749,full_fit
CAN-ZL6567MUKS,T0,0.13046456004627957,0.5220164063186528,0.3475190336350677,review_not_warranted,0.13046456004627957,full_fit
CAN-5AP4PCTW20,T0,0.17765681356797708,0.4507217451529625,0.3716214412790603,review_not_warranted,0.17765681356797708,full_fit
CAN-0LVRQM5VTY,T0,0.21693324309310075,0.3824244153449002,0.40064234156199907,insufficient_evidence,0.21693324309310075,full_fit
CAN-2RUM709LFI,T0,0.2496519953983583,0.35061068934368006,0.3997373152579617,insufficient_evidence,0.2496519953983583,full_fit
CAN-F953MK2ZGB,T0,0.37824932771368497,0.23168121282819457,0.3900694594581205,insufficient_evidence,0.37824932771368497,full_fit
CAN-2UGC3PJWW5,T0,0.46076085838547265,0.20466552822582051,0.33457361338870684,review_warranted,0.46076085838547265,full_fit
CAN-T2MXQ0S8A2,T0,0.319384205967286,0.28119511953069726,0.39942067450201674,insufficient_evidence,0.319384205967286,full_fit
CAN-T24W1R3U06,T0,0.1934121134399008,0.38922359279310165,0.4173642937669976,insufficient_evidence,0.1934121134399008,full_fit
CAN-AUAYH7RVG1,T0,0.09081729739971975,0.5979097521689086,0.31127295043137154,review_not_warranted,0.09081729739971975,full_fit
CAN-Z8MAV3XV6H,T0,0.24382568374447314,0.3853814103719984,0.3707929058835284,review_not_warranted,0.24382568374447314,full_fit
CAN-EXFZPJ9GFU,T0,0.3257034173439429,0.3421723390297365,0.3321242436263206,review_not_warranted,0.3257034173439429,full_fit
CAN-7KCFS10PN4,T0,0.3310897338346709,0.30542318638438865,0.36348707978094047,insufficient_evidence,0.3310897338346709,full_fit
CAN-2ZBXTGTFXO,T0,0.2787042060389131,0.42985401238966214,0.2914417815714247,review_not_warranted,0.2787042060389131,full_fit
CAN-A272JRB7SZ,T0,0.4511214215992651,0.20172429257362035,0.34715428582711455,review_warranted,0.4511214215992651,full_fit
CAN-FUNIRZSNWI,T0,0.293025521233656,0.308498833084557,0.39847564568178706,insufficient_evidence,0.293025521233656,full_fit
CAN-NBHBPULX8I,T0,0.13719810927666234,0.5803134157059835,0.28248847501735413,review_not_warranted,0.13719810927666234,full_fit
CAN-OOYNDOAL1O,T0,0.4507819022738859,0.2090225304423244,0.34019556728378975,review_warranted,0.4507819022738859,full_fit
CAN-07NH0GGO91,T0,0.37241886046339073,0.3435606395517559,0.2840204999848534,review_warranted,0.37241886046339073,full_fit
CAN-Y7C3SKI1TJ,T0,0.1959714890967128,0.30117442198937205,0.5028540889139151,insufficient_evidence,0.1959714890967128,full_fit
CAN-1N0TT133VC,T0,0.4295224963676322,0.26621884088402964,0.3042586627483381,review_warranted,0.4295224963676322,full_fit
CAN-TF8F7HXS8H,T0,0.36342048913732566,0.32038044411429084,0.31619906674838355,review_warranted,0.36342048913732566,full_fit
CAN-NLM2FQOWDX,T0,0.3389694789163572,0.30597245920110977,0.355058061882533,insufficient_evidence,0.3389694789163572,outer_oof
CAN-71NZ4LLTW0,T0,0.42071200139091125,0.2765104123649224,0.30277758624416634,review_warranted,0.42071200139091125,full_fit
CAN-0ELVPE0E8Z,T0,0.5905089631209891,0.14058841980395256,0.26890261707505836,review_warranted,0.5905089631209891,full_fit
CAN-I3PXA23LZ0,T0,0.10850754378348451,0.4081501137015033,0.48334234251501207,insufficient_evidence,0.10850754378348451,full_fit
CAN-VR0B81LPAT,T0,0.40254540514996157,0.3120686458674862,0.2853859489825524,review_warranted,0.40254540514996157,full_fit
CAN-1JVUE0ZDL6,T0,0.43617672404993574,0.19978787141253163,0.36403540453753264,review_warranted,0.43617672404993574,full_fit
CAN-RV93OF6JXL,T0,0.3472742969315792,0.2957241835043893,0.35700151956403153,insufficient_evidence,0.3472742969315792,full_fit
CAN-T6ZUORBXEU,T0,0.37482392510659035,0.17128986407498642,0.4538862108184231,insufficient_evidence,0.37482392510659035,full_fit
CAN-U36WPUW3RA,T0,0.23997193718565488,0.3990610577031804,0.3609670051111648,review_not_warranted,0.23997193718565488,full_fit
CAN-J3GS6236AW,T0,0.46186557058179556,0.23578911219334245,0.302345317224862,review_warranted,0.46186557058179556,full_fit
CAN-6RRN2MTNG4,T0,0.26506731506269926,0.4167869427626819,0.31814574217461883,review_not_warranted,0.26506731506269926,full_fit
CAN-Z0CGKQO04W,T0,0.4841146064796717,0.2335540832470947,0.2823313102732336,review_warranted,0.4841146064796717,full_fit
CAN-3YZWCSOHI9,T0,0.21726197552734083,0.4419295691262147,0.3408084553464444,review_not_warranted,0.21726197552734083,full_fit
CAN-LT86W69K2H,T0,0.15263721570889618,0.4282916862992115,0.4190710979918923,review_not_warranted,0.15263721570889618,full_fit
CAN-46MO9NSNRF,T0,0.3081330441971739,0.3233722062968196,0.3684947495060066,insufficient_evidence,0.3081330441971739,full_fit
CAN-YRP1M0OW0R,T0,0.20629635063182758,0.3519615706750688,0.44174207869310356,insufficient_evidence,0.20629635063182758,full_fit
CAN-18Q1KNHG43,T0,0.23211436418674808,0.4001793653097517,0.3677062705035003,review_not_warranted,0.23211436418674808,full_fit
CAN-EG8RAQ3DCT,T0,0.37812052170447413,0.2858083835026337,0.3360710947928921,review_warranted,0.37812052170447413,full_fit
CAN-JDEJWQ7CVV,T0,0.141671758591808,0.3514690454634495,0.5068591959447425,insufficient_evidence,0.141671758591808,full_fit
CAN-QBCN8GCKZY,T0,0.4437110814964857,0.3085125013116188,0.24777641719189564,review_warranted,0.4437110814964857,full_fit
CAN-LWMJSXHIC7,T0,0.20274879105500895,0.3552152480569084,0.4420359608880826,insufficient_evidence,0.20274879105500895,full_fit
CAN-JDCQU5WA5S,T0,0.1866269855613575,0.517979933409774,0.29539308102886846,review_not_warranted,0.1866269855613575,full_fit
CAN-Q7HNG2GSBG,T0,0.3369042759611011,0.35949671051866183,0.30359901352023705,review_not_warranted,0.3369042759611011,full_fit
CAN-6NARL779MS,T0,0.257235375455622,0.3459894266967416,0.39677519784763643,insufficient_evidence,0.257235375455622,full_fit
CAN-I6A6TLNAEK,T0,0.3160936128161781,0.23465407602789404,0.4492523111559278,insufficient_evidence,0.3160936128161781,full_fit
CAN-FMUDUDCCQ1,T0,0.16789973898490662,0.4496303648158285,0.3824698961992648,review_not_warranted,0.16789973898490662,full_fit
CAN-6PXEHF8U9A,T0,0.4965772610851051,0.20868786862853014,0.2947348702863647,review_warranted,0.4965772610851051,full_fit
CAN-77C3LN7F3W,T0,0.17986704477679175,0.3647369078906781,0.4553960473325302,insufficient_evidence,0.17986704477679175,full_fit
CAN-R2GQ9QC70X,T0,0.31834652136811264,0.39980029587653976,0.28185318275534754,review_not_warranted,0.31834652136811264,full_fit
CAN-JFXPNATKCB,T0,0.3851704955365964,0.24983069518271314,0.36499880928069045,review_warranted,0.3851704955365964,full_fit
CAN-XQ03J0NVRE,T0,0.1408153468609102,0.6236336232472901,0.23555102989179957,review_not_warranted,0.1408153468609102,full_fit
CAN-D6N1PRVZX4,T0,0.17937279947424414,0.4234051193245689,0.397222081201187,review_not_warranted,0.17937279947424414,full_fit
CAN-XEBO74HVI2,T0,0.11153715702579686,0.5061823414604718,0.3822805015137314,review_not_warranted,0.11153715702579686,full_fit
CAN-NM1ZI3SR0Z,T0,0.33563673032649477,0.328455499502297,0.33590777017120826,insufficient_evidence,0.33563673032649477,full_fit
CAN-9MZNFXW1XL,T0,0.41894583264724505,0.2086559779554825,0.3723981893972726,review_warranted,0.41894583264724505,full_fit
CAN-B08WKL6OXJ,T0,0.25342340410246533,0.3210214653146484,0.42555513058288624,insufficient_evidence,0.25342340410246533,full_fit
CAN-UU6X53E692,T0,0.380426070531161,0.19437834572405305,0.425195583744786,insufficient_evidence,0.380426070531161,full_fit
CAN-9JDS02RP60,T0,0.13721255044169542,0.4885719582975849,0.3742154912607197,review_not_warranted,0.13721255044169542,full_fit
CAN-2G1JFT6ZTJ,T0,0.11959488777270841,0.6310789016297679,0.2493262105975237,review_not_warranted,0.11959488777270841,full_fit
CAN-L0SP7JMIHO,T0,0.1772154351914955,0.46750030185764163,0.355284262950863,review_not_warranted,0.1772154351914955,full_fit
CAN-LLTSKFVXT5,T0,0.20062685766929447,0.37944038184836015,0.4199327604823454,insufficient_evidence,0.20062685766929447,full_fit
CAN-BI6UPTQNW3,T0,0.0980588208411222,0.5107404960875095,0.39120068307136835,review_not_warranted,0.0980588208411222,full_fit
CAN-TELUJ788TA,T0,0.3677633480676026,0.38973021605274877,0.24250643587964857,review_not_warranted,0.3677633480676026,full_fit
CAN-MF3YOTPYUG,T0,0.4605332589107835,0.19955398621513715,0.3399127548740794,review_warranted,0.4605332589107835,full_fit
CAN-U335I66X1L,T0,0.31729606349615724,0.3262812449055905,0.35642269159825213,insufficient_evidence,0.31729606349615724,full_fit
CAN-EE22T85Z00,T0,0.21993992686706665,0.37990843204153174,0.40015164109140156,insufficient_evidence,0.21993992686706665,full_fit
CAN-1EDIVO89WQ,T0,0.20153129149589988,0.4824637456592831,0.3160049628448169,review_not_warranted,0.20153129149589988,full_fit
CAN-7US9OUHJZZ,T0,0.3848713045645222,0.2175542912471978,0.39757440418828005,insufficient_evidence,0.3848713045645222,full_fit
CAN-XP0H4OGY4R,T0,0.2700782478966439,0.3987581006000949,0.33116365150326116,review_not_warranted,0.2700782478966439,full_fit
CAN-R2K9KWW4IR,T0,0.2525868036174127,0.36150769134708793,0.3859055050354994,insufficient_evidence,0.2525868036174127,full_fit
CAN-73I5UOYJ8S,T0,0.38756612835357873,0.25400651888084586,0.3584273527655753,review_warranted,0.38756612835357873,full_fit
CAN-U1Z8R52VZL,T0,0.23240543175923828,0.34991139480572037,0.4176831734350414,insufficient_evidence,0.23240543175923828,full_fit
CAN-XG27DZO3KB,T0,0.3220582055658702,0.3964540080758149,0.28148778635831484,review_not_warranted,0.3220582055658702,full_fit
CAN-P1PYL25ZL9,T0,0.27954459294448497,0.36033117820755955,0.3601242288479556,review_not_warranted,0.27954459294448497,full_fit
CAN-1ECQAGI5JP,T0,0.1462379791246981,0.33403772533212295,0.519724295543179,insufficient_evidence,0.1462379791246981,full_fit
CAN-N4BSTUTXRQ,T0,0.13695101509774732,0.4572026985361039,0.4058462863661488,review_not_warranted,0.13695101509774732,full_fit
CAN-F7ABXDAHZE,T0,0.3517574347682266,0.25619962575127186,0.3920429394805016,insufficient_evidence,0.3517574347682266,full_fit
CAN-D40KMUYRCC,T0,0.3182915845601853,0.33537556402386115,0.3463328514159535,insufficient_evidence,0.3182915845601853,full_fit
CAN-84VS7OTHWK,T0,0.24848482967285318,0.4140159554772906,0.3374992148498563,review_not_warranted,0.24848482967285318,full_fit
CAN-WM9XMB3PWK,T0,0.1788884686483593,0.45457599106982405,0.3665355402818167,review_not_warranted,0.1788884686483593,full_fit
CAN-LGTT4L633J,T0,0.5596488027417243,0.152699037960997,0.2876521592972786,review_warranted,0.5596488027417243,full_fit
CAN-2B1096MPJS,T0,0.3268671066688666,0.3455554840056803,0.32757740932545304,review_not_warranted,0.3268671066688666,outer_oof
CAN-046H2OTGZ2,T0,0.2778088754784638,0.35153173116538405,0.3706593933561522,insufficient_evidence,0.2778088754784638,outer_oof
CAN-MEIBJK60VH,T0,0.3948823134054761,0.2949530316172899,0.310164654977234,review_warranted,0.3948823134054761,full_fit
CAN-O4D2DLAWKI,T0,0.43870603937208363,0.19893763346314064,0.3623563271647757,review_warranted,0.43870603937208363,full_fit
CAN-IL8QQWT5OK,T0,0.09301125392589134,0.5467149053502629,0.3602738407238457,review_not_warranted,0.09301125392589134,full_fit
CAN-NEJAGGG787,T0,0.3602991704843347,0.22285638962922702,0.4168444398864383,insufficient_evidence,0.3602991704843347,full_fit
CAN-GVYIKMFI01,T0,0.34145588358134543,0.3214125081999439,0.33713160821871074,review_warranted,0.34145588358134543,full_fit
CAN-E8WREAT26H,T0,0.17435718478613899,0.31487385811517404,0.510768957098687,insufficient_evidence,0.17435718478613899,full_fit
CAN-UK90NK9MK6,T0,0.16326508543359367,0.5518782427087006,0.2848566718577058,review_not_warranted,0.16326508543359367,full_fit
CAN-N475PRCCVF,T0,0.2558040997920442,0.36728720736032466,0.37690869284763107,insufficient_evidence,0.2558040997920442,full_fit
CAN-T5ACUEME65,T0,0.3331955181630913,0.2860027059738284,0.38080177586308034,insufficient_evidence,0.3331955181630913,full_fit
CAN-QHZI2LU513,T0,0.4641695148278772,0.2298152461484812,0.3060152390236417,review_warranted,0.4641695148278772,full_fit
CAN-FPLA3VZS48,T0,0.5063837042707899,0.1853194087175861,0.308296887011624,review_warranted,0.5063837042707899,full_fit
CAN-GXJ24HCJNA,T0,0.21841097439144702,0.4671631569308899,0.31442586867766315,review_not_warranted,0.21841097439144702,full_fit
CAN-ZT2IKHIVWC,T0,0.12396961226189954,0.5442715080183905,0.33175887971970985,review_not_warranted,0.12396961226189954,full_fit
CAN-MUPLMDT834,T0,0.10396878778443244,0.5200218147286846,0.376009397486883,review_not_warranted,0.10396878778443244,full_fit
