candidate_record_id,p_review_warranted_t0,p_review_not_warranted_t0,p_insufficient_evidence_t0,priority_t0,prediction_origin_t0,new_t1_record_count,new_t1_oos_count,new_t1_de_count,new_t1_state_missing_count,new_t1_source_domain_diversity,new_t1_new_record_count,new_t1_record_correction_count,new_t1_status_update_count,newly_effective_t0_record_count,delta_days_since_latest_oos,delta_days_since_latest_de,delta_oos_decay_90d,delta_de_decay_90d,delta_recent_oos_independent_source_count_90d,delta_recent_de_independent_source_count_90d,delta_active_address_oos_count,delta_active_address_de_count,delta_link_confidence_mean,delta_post_60d_oos_vehicle_signal_count,delta_post_60d_prior_state_persistence_any_present,delta_t1_update_observation_lag_mean_days,delta_t1_late_arriving_update_count_over_30d
CAN-Z9GFHZRGVT,0.2086802243252358,0.4147110632094609,0.3766087124653032,0.2086802243252358,full_fit,2,0,2,0,2,0,1,1,1,185.0,-79.0,-0.4827390360102513,1.5531773558978117,0,2,-1,2,-0.0016666666666667,0,0,36.5,1
CAN-VEM9FLAUD4,0.4503482470691249,0.2238863538999881,0.3257653990308869,0.4503482470691249,full_fit,2,0,1,1,2,1,1,0,0,25.0,-56.0,-0.0397124638125852,0.8459038219393796,0,1,0,0,-0.0003076923076922,0,0,9.5,0
CAN-7S5O3NF7VE,0.4632955607331019,0.2514700442064425,0.2852343950604557,0.4632955607331019,full_fit,2,2,0,0,2,2,0,0,1,-74.0,-50.0,1.40957778400296,0.2058412034372444,1,0,1,0,-0.0009740259740259,0,0,9.5,0
CAN-TF8EEP4TNZ,0.2410164071675685,0.4357563096509476,0.3232272831814839,0.2410164071675685,full_fit,0,0,0,0,0,0,0,0,3,149.0,-455.0,-0.1397519117427677,1.9258445179583497,0,2,0,1,-0.0042207792207791,0,0,0.0,0
CAN-58WQJ4U3GW,0.1698509896235272,0.4419983058675837,0.3881507045088889,0.1698509896235272,full_fit,1,0,1,0,1,0,1,0,2,184.0,-137.0,-0.4890914409812953,1.6401357271589707,-1,2,0,2,-0.0059740259740259,0,0,23.0,0
CAN-AMJ562SVCQ,0.3275421941106369,0.3118313544843654,0.3606264514049977,0.3275421941106369,full_fit,1,1,0,0,1,0,1,0,2,44.0,150.0,0.941855408450209,-0.0861536280095373,0,0,0,-1,-0.0065584415584415,0,0,48.0,1
CAN-RODZDIBM5J,0.4160115323183428,0.2890814256493303,0.2949070420323269,0.4160115323183428,full_fit,2,1,1,0,2,2,0,0,1,-332.0,-29.0,0.6495337480889773,1.3044979128657483,1,1,0,1,-0.0028333333333333,0,0,30.5,1
CAN-AX19D3S77C,0.2762773654226857,0.3250335852708554,0.3986890493064588,0.2762773654226857,full_fit,2,1,1,0,2,1,1,0,0,-342.0,-69.0,0.6934517027308044,0.5715823918449723,1,1,0,1,0.0014732142857143,0,0,36.5,2
CAN-4KGSUV4HFA,0.3217324002008096,0.3804002323716088,0.2978673674275815,0.3217324002008096,full_fit,1,1,0,0,1,0,0,1,1,-43.0,51.0,0.234398635149831,0.074147253506956,0,0,0,1,0.0019047619047619,0,0,39.0,1
CAN-BTSSA3BW02,0.2610309100290076,0.3255876735972645,0.4133814163737279,0.2610309100290076,full_fit,1,0,1,0,1,0,1,0,1,88.0,-100.0,-0.4542868904825167,1.0301824168394698,-1,2,0,-1,0.0001190476190476,0,0,30.0,0
CAN-O523BGV6IR,0.1842553671502116,0.4362312098223199,0.3795134230274685,0.1842553671502116,outer_oof,1,1,0,0,1,0,0,1,0,6.0,154.0,-0.1212525456919637,-0.6815153028892031,0,0,1,0,0.00010989010989,-1,0,46.0,1
CAN-NT7RNCYJL3,0.4947643282075932,0.1817610293665997,0.3234746424258071,0.4947643282075932,full_fit,0,0,0,0,0,0,0,0,0,36.0,36.0,-0.0584266432746938,-0.5278286438142139,0,-1,0,0,0.0,0,0,0.0,0
CAN-YZYTAO4MG4,0.4764245191454527,0.2549586798456175,0.2686168010089297,0.4764245191454527,full_fit,1,1,0,0,1,0,1,0,0,-7.0,20.0,0.6752444763922496,-0.1926359200686374,0,-1,0,0,0.000125,0,0,19.0,0
CAN-2Z7D2FBM05,0.3100208853465295,0.3918662518595874,0.298112862793883,0.3100208853465295,full_fit,1,0,1,0,1,1,0,0,1,51.0,20.0,-0.3849307378974749,1.1586032298368394,0,2,0,1,-0.0056923076923076,0,0,26.0,0
CAN-S177BFJOH6,0.445556970910048,0.2102103454743786,0.3442326836155733,0.445556970910048,full_fit,1,0,1,0,1,0,0,1,1,-368.0,28.0,0.7976029521701089,0.293145355421176,1,1,0,1,-0.0004761904761905,0,0,43.0,1
CAN-6TS8MFZNG7,0.3526525973645797,0.3054204442259525,0.3419269584094677,0.3526525973645797,full_fit,2,0,2,0,1,1,1,0,1,70.0,-123.0,-0.1083258466308997,2.1323869350857754,0,2,0,1,0.006168831168831,0,0,24.0,1
CAN-J3IXYWVLX8,0.3759641711028075,0.2448201980653619,0.3792156308318307,0.3759641711028075,full_fit,2,2,0,0,2,1,0,1,0,-398.0,74.0,1.721789339430334,-0.3539671961704017,2,-1,1,0,0.0035314685314685,0,0,17.0,0
CAN-VMUFIBZQYL,0.1502235488845411,0.4174201564282896,0.4323562946871692,0.1502235488845411,full_fit,2,2,0,0,2,1,1,0,0,-77.0,20.0,1.392247236287624,-0.036528028984764,2,0,1,0,-0.0058974358974358,0,0,39.5,1
CAN-34OU3CD4LO,0.4799093190678274,0.2084337783889727,0.3116569025431998,0.4799093190678274,full_fit,2,0,2,0,2,0,0,2,0,53.0,-32.0,-0.0303952112254575,1.2014012506679164,0,0,0,0,-0.0006923076923076,0,0,10.0,0
CAN-39WXVWGNAS,0.2380022650112735,0.3778091381525227,0.3841885968362036,0.2380022650112735,full_fit,1,0,1,0,1,0,1,0,0,54.0,-37.0,-0.2169139475245107,0.6338278634600416,0,0,0,0,-0.0003205128205128,0,0,13.0,0
CAN-K3GD1R3ANL,0.2593197000880563,0.3850758936039152,0.3556044063080286,0.2593197000880563,full_fit,2,2,0,0,2,2,0,0,3,-30.0,-468.0,1.756186791311484,1.1262296968266037,2,1,0,1,-0.0010511363636364,1,0,10.5,0
CAN-P3X1HRNZ0X,0.3509417543093029,0.3684252888376258,0.2806329568530712,0.3509417543093029,full_fit,1,1,0,0,1,0,0,1,3,-349.0,-229.0,1.750233104682093,0.2918839527576953,1,0,1,0,-0.0014285714285714,0,0,1.0,0
CAN-I041L39VMI,0.4735026050682582,0.2593621550503267,0.2671352398814151,0.4735026050682582,full_fit,2,1,1,0,1,0,2,0,3,-803.0,2.0,1.3412656192927874,0.1794278589032178,2,-1,0,0,0.0057936507936507,1,1,24.0,1
CAN-Z7V3713XL1,0.2137893163054939,0.3915724376542511,0.394638246040255,0.2137893163054939,full_fit,2,1,1,0,1,1,0,1,0,23.0,-117.0,0.3917711991902814,0.6376794449386585,0,1,0,0,-0.0097619047619047,0,0,44.0,2
CAN-03B5WWQ0NT,0.2343395999591948,0.3999673913661045,0.3656930086747006,0.2343395999591948,full_fit,1,0,1,0,1,0,1,0,1,161.0,-208.0,-1.1708184029267976,1.0966277090975285,-2,1,0,0,0.0012937062937062,0,0,16.0,0
CAN-Y6C6DTXZ5C,0.2846896783311745,0.3539056977577718,0.3614046239110536,0.2846896783311745,full_fit,1,0,1,0,1,0,0,1,0,96.0,-116.0,-0.2635578847066941,0.7002579813707086,0,1,0,1,-0.0007692307692307,0,0,7.0,0
CAN-O3J1RKC9U9,0.1457500148371819,0.4345344631273041,0.419715522035514,0.1457500148371819,full_fit,2,1,1,0,2,1,0,1,1,29.0,-463.0,0.2110860240288319,0.7951928805828126,0,1,0,1,0.0013333333333331,0,0,30.0,1
CAN-MF20NJLL6U,0.4934479700609804,0.1820947898468563,0.3244572400921632,0.4934479700609804,full_fit,1,0,1,0,1,1,0,0,2,-76.0,-10.0,0.2870319208673417,0.0350942110503913,1,-1,0,0,0.003,0,0,30.0,0
CAN-39PQSDB3AY,0.1585095460200564,0.4093943404460894,0.4320961135338542,0.1585095460200564,full_fit,2,0,2,0,1,2,0,0,1,1.0,-258.0,0.1074349809319592,1.5186523205828468,0,1,0,2,0.0036666666666665,0,0,29.0,1
CAN-DKDW3YA09O,0.3051553425134051,0.4221063246224156,0.2727383328641792,0.3051553425134051,full_fit,2,2,0,0,2,1,1,0,1,4.0,61.0,0.4328821182864657,-0.487659750304102,1,-2,0,1,-0.0016666666666667,0,0,22.0,1
CAN-68262CC3UB,0.5413173184173006,0.1461403482035347,0.3125423333791647,0.5413173184173006,full_fit,0,0,0,0,0,0,0,0,0,85.0,85.0,-0.1496270462011302,-1.1728032339616037,0,-2,0,0,0.0,0,0,0.0,0
CAN-2M5IXJ7KVX,0.5838123441234675,0.1475677955890737,0.2686198602874587,0.5838123441234675,full_fit,1,0,1,0,1,1,0,0,1,142.0,-16.0,-0.1907688241049218,-0.0783081280125508,0,-1,0,0,-0.001118881118881,0,0,48.0,1
CAN-53A3L81YS3,0.3852044894477502,0.2982725626202402,0.3165229479320096,0.3852044894477502,full_fit,1,1,0,0,1,0,0,1,0,-89.0,27.0,0.8130866549699841,-0.2076328370557451,1,0,1,0,-0.0006593406593405,0,0,9.0,0
CAN-DDCE810DNO,0.4809577838611104,0.2325264119757941,0.2865158041630953,0.4809577838611104,full_fit,2,2,0,0,2,1,1,0,1,-283.0,88.0,1.52560112582981,-0.5989398614612034,2,-2,0,0,0.0010336538461538,1,1,26.5,1
CAN-9ZBAACKT5G,0.4765053827668658,0.2277442859841771,0.295750331248957,0.4765053827668658,full_fit,1,0,1,0,1,1,0,0,3,-91.0,1.0,0.2720449389702903,1.428319379754961,0,2,0,1,0.0034188034188035,0,0,9.0,0
CAN-PY1ABCR9PI,0.4006090113085017,0.3542006136801245,0.2451903750113736,0.4006090113085017,full_fit,1,0,1,0,1,1,0,0,1,-240.0,-130.0,0.8116199595826079,0.7025778846717232,1,1,0,0,-0.0083838383838383,0,0,14.0,0
CAN-C2K0J7T6EI,0.3918023894720687,0.2574739221263901,0.3507236884015411,0.3918023894720687,full_fit,1,0,1,0,1,1,0,0,1,66.0,-431.0,-0.0592348794677811,1.3209856660988095,0,2,0,0,0.0041958041958042,0,0,50.0,1
CAN-4IF0CSKHW3,0.2540479145665326,0.4407042277638324,0.3052478576696351,0.2540479145665326,full_fit,1,0,1,0,1,1,0,0,3,-170.0,-134.0,1.340438997589342,0.4359792464833816,1,1,0,0,0.0087499999999999,1,1,53.0,1
CAN-W54K6RF6BF,0.2272320085712272,0.397499429651008,0.3752685617777648,0.2272320085712272,full_fit,1,0,1,0,1,0,0,1,2,-127.0,-41.0,0.4616361151629827,0.2982487182251406,0,0,-1,0,0.0012987012987014,0,0,38.0,1
CAN-51BRUH7TPO,0.1750215642012223,0.4444988234474779,0.3804796123512998,0.1750215642012223,full_fit,1,1,0,0,1,1,0,0,1,-85.0,78.0,1.1450472070298643,-0.2010548457355121,1,0,0,0,0.0018205128205128,0,0,29.0,0
CAN-EUJ0RZ9M2G,0.1517915701595091,0.5200542636095548,0.3281541662309362,0.1517915701595091,full_fit,2,0,2,0,2,1,0,1,1,25.0,-424.0,0.1267935918954206,1.541246672796921,0,2,1,1,0.001525974025974,-2,0,27.5,1
CAN-OH8DYHHVII,0.3082083434481451,0.2864124674519112,0.4053791890999437,0.3082083434481451,full_fit,1,1,0,0,1,0,1,0,1,-235.0,-127.0,0.714452445277463,0.5179518876773084,1,1,0,0,-0.0064285714285714,0,0,18.0,0
CAN-W371W1IRIZ,0.2278680230722782,0.4646879597056195,0.3074440172221023,0.2278680230722782,full_fit,1,0,1,0,1,0,0,1,2,46.0,-13.0,-0.3911039661527501,1.0917457421337908,-1,1,0,1,0.0012987012987014,0,0,41.0,1
CAN-WXWQ2B8FBC,0.3678718977474295,0.2459352015017575,0.3861929007508129,0.3678718977474295,full_fit,2,1,0,1,1,1,0,1,1,-181.0,-69.0,0.7231709092877168,0.3397743311287964,1,1,1,0,-0.0055288461538461,0,0,28.0,1
CAN-RV83KBIIKN,0.1926685455324568,0.4537391868148325,0.3535922676527106,0.1926685455324568,full_fit,1,0,1,0,1,1,0,0,1,26.0,-53.0,0.4349227118019486,0.5857264491817736,1,0,0,1,0.0004761904761905,0,0,31.0,1
CAN-9VHPPBI046,0.4149448537553763,0.1674179099029298,0.4176372363416937,0.4149448537553763,full_fit,1,0,1,0,1,0,1,0,0,51.0,4.0,-3.026415476496805e-07,0.0677489882353947,0,0,0,0,-0.0007692307692307,0,0,38.0,1
CAN-IKPHHGPHH7,0.3103390479803357,0.2734119464302479,0.4162490055894163,0.3103390479803357,full_fit,2,0,2,0,2,0,1,1,1,-72.0,-164.0,-0.0054259956383765,1.406164750450697,1,2,1,-1,0.001525974025974,0,0,24.5,1
CAN-L6EJWJAITB,0.2080555034860603,0.4033283530808119,0.3886161434331278,0.2080555034860603,full_fit,1,0,1,0,1,1,0,0,0,162.0,-288.0,-0.4002933959062611,0.7989962413277086,0,1,0,0,-0.0004761904761905,0,0,11.0,0
CAN-A5IDDPXXBN,0.4584353755275075,0.2741376542431714,0.2674269702293211,0.4584353755275075,full_fit,2,1,0,1,2,0,1,1,1,-38.0,88.0,1.1997456188628324,-0.313713299913178,1,-1,0,0,0.0005519480519481,1,1,19.5,1
CAN-OKLWI031HO,0.2902898831217224,0.2976470844799684,0.4120630323983091,0.2902898831217224,full_fit,0,0,0,0,0,0,0,0,2,107.0,-129.0,-0.1743377128984858,0.896133994094741,0,1,0,1,0.0027380952380953,0,0,0.0,0
CAN-ZSBIH6WYTH,0.1761060822347378,0.4214724133275885,0.4024215044376736,0.1761060822347378,full_fit,1,0,1,0,1,0,0,1,0,187.0,-343.0,-0.2360690743048407,0.8929180577590625,0,1,-1,0,0.0018571428571428,0,0,4.0,0
CAN-LJ5V2FYXLM,0.3406120197013121,0.4338433540626197,0.2255446262360681,0.3406120197013121,full_fit,1,1,0,0,1,1,0,0,3,7.0,59.0,0.0341024548176753,0.8152641906860876,0,1,0,1,-0.0084285714285714,0,0,36.0,1
CAN-VRLP6FJR5E,0.3780257675954654,0.3175040065403618,0.3044702258641726,0.3780257675954654,full_fit,1,0,1,0,1,0,1,0,0,51.0,-122.0,-0.16629443099634,0.6375661401342299,0,1,0,0,-0.0002380952380951,0,0,2.0,0
CAN-D5LJOJM6RO,0.0835327093804128,0.6287261679595763,0.287741122660011,0.0835327093804128,full_fit,2,0,2,0,2,2,0,0,3,50.0,-296.0,-0.1878471855294099,2.8284693148081073,-1,4,0,1,2.840909090895405e-05,0,0,24.0,1
CAN-3CL1045CGX,0.3795483282141818,0.238974175757923,0.3814774960278951,0.3795483282141818,full_fit,2,1,1,0,2,1,0,1,1,-635.0,-54.0,1.7955752401318616,0.3761924491510362,2,0,0,1,-0.0048376623376623,0,0,10.0,0
CAN-R0TKOFOSVU,0.1664046605719346,0.4578424074661789,0.3757529319618864,0.1664046605719346,full_fit,1,0,1,0,1,1,0,0,0,88.0,-90.0,-0.7051176762600246,0.3032566764400852,-1,1,0,1,-9.80392156864074e-05,0,0,8.0,0
CAN-V95EHLZUHQ,0.2653763017860882,0.3688652281714197,0.3657584700424921,0.2653763017860882,full_fit,0,0,0,0,0,0,0,0,3,-82.0,55.0,0.3773100251617354,0.4703732130575184,1,0,0,1,-0.0019480519480519,0,0,0.0,0
CAN-JUR9CRBOBB,0.4580015785106077,0.228226460721222,0.3137719607681702,0.4580015785106077,outer_oof,2,1,1,0,2,1,0,1,0,-116.0,-172.0,0.6533872199543522,0.644221687757601,1,1,0,0,0.0011282051282051,0,0,21.0,1
CAN-VLWN74ODYS,0.3451889356995316,0.3179358643153044,0.3368751999851639,0.3451889356995316,full_fit,1,0,1,0,1,0,1,0,1,39.0,-54.0,-0.2002877049889698,1.4044656950264272,0,1,0,0,-0.0003571428571428,0,0,31.0,1
CAN-3X6FPE9Q6I,0.3553612549315892,0.3131359117048835,0.3315028333635273,0.3553612549315892,full_fit,1,0,1,0,1,1,0,0,2,87.0,-180.0,-0.0459426992809775,2.0414291907148705,0,2,0,0,-0.0017207792207791,0,0,48.0,1
CAN-337GK316E5,0.179937518065888,0.431008633681634,0.389053848252478,0.179937518065888,full_fit,2,1,1,0,2,0,1,1,0,-1.0,-237.0,0.3863630338112218,0.6221252007332212,0,1,1,0,-0.0002678571428571,-1,-1,43.5,2
CAN-76ADVG9NVE,0.3730776174177456,0.355908013911731,0.2710143686705233,0.3730776174177456,full_fit,1,0,1,0,1,0,1,0,2,-191.0,-174.0,0.4557396814329968,1.401694281055775,1,2,1,1,-0.0040769230769232,0,0,10.0,0
CAN-NTAINPIZ0A,0.2318009162275016,0.4627078415051001,0.3054912422673984,0.2318009162275016,full_fit,2,1,1,0,2,0,0,2,1,-33.0,22.0,0.2419456951266565,0.6495752356748425,0,1,0,1,0.0010504201680672,0,0,33.5,1
CAN-IW6JXZW0WC,0.211489735877695,0.328865714118834,0.4596445500034711,0.211489735877695,full_fit,1,1,0,0,1,0,1,0,0,-91.0,137.0,0.3242807649317689,-0.0263003174945532,1,0,0,0,-0.0001923076923077,0,0,36.0,1
CAN-HHCL4OHBWI,0.0885494049021323,0.5622457630100102,0.3492048320878574,0.0885494049021323,full_fit,1,0,1,0,1,1,0,0,0,16.0,-250.0,-0.2427510425791543,0.8075673398678422,0,1,0,1,0.00010989010989,0,0,22.0,0
CAN-070IVOS11T,0.1951084305207623,0.3979472048147309,0.4069443646645067,0.1951084305207623,full_fit,1,0,1,0,1,0,0,1,1,-43.0,-60.0,-0.2042634598673036,0.467586335205447,1,0,0,0,-0.0051190476190476,1,1,19.0,0
CAN-92WQFWID3C,0.3998223149267447,0.3276280657109389,0.2725496193623163,0.3998223149267447,full_fit,2,0,1,1,1,1,1,0,2,-324.0,25.0,0.3394578574862192,0.5406647972398666,0,0,0,0,-0.004102564102564,0,0,29.0,1
CAN-OUUU51REC4,0.296725759104696,0.4183820461477326,0.2848921947475714,0.296725759104696,full_fit,1,0,1,0,1,0,1,0,2,84.0,-55.0,-0.4545087861601406,1.7654097451331796,-1,1,0,2,0.0018333333333333,0,0,12.0,0
CAN-54YPSJ2HOY,0.2616792210002145,0.4019053372005128,0.3364154417992725,0.2616792210002145,full_fit,2,1,1,0,2,0,2,0,1,-32.0,-34.0,1.243128924824447,0.6425290949088616,1,1,0,0,0.0002884615384615,0,0,23.0,1
CAN-6GYH2VM17T,0.1535694528262863,0.5441608902703844,0.3022696569033292,0.1535694528262863,full_fit,2,2,0,0,2,2,0,0,1,-54.0,-377.0,1.2791863177223042,0.5930228467804977,1,1,0,0,-0.0017307692307693,0,0,29.0,1
CAN-I1I5ZEBNOS,0.4047731011018698,0.270761278918672,0.3244656199794581,0.4047731011018698,full_fit,2,1,1,0,2,0,1,1,3,26.0,0.0,0.6368567082403238,0.3578880248682148,1,0,1,0,0.0027840909090909,0,0,18.0,1
CAN-VGA5ERF323,0.1578345581229615,0.5209448580201963,0.3212205838568421,0.1578345581229615,full_fit,1,0,1,0,1,1,0,0,0,48.0,-85.0,-0.3905229407612344,0.6044990664897121,-2,1,0,1,-0.0001923076923077,0,0,39.0,1
CAN-1ILR4V7QSU,0.2360965318819102,0.3625123669007927,0.4013911012172971,0.2360965318819102,full_fit,1,0,1,0,1,1,0,0,0,20.0,-115.0,-0.0158045345552953,0.8141477042613132,0,1,0,1,-0.005054945054945,0,0,15.0,0
CAN-UAT456IPE8,0.174171858309394,0.3162972806839918,0.509530861006614,0.174171858309394,full_fit,2,1,1,0,2,1,1,0,0,-56.0,-95.0,0.7016967921237962,0.785479093995052,1,1,0,1,0.0015476190476191,0,0,29.0,1
CAN-JPQG1LX2MI,0.2191340874444157,0.3826733501579009,0.3981925623976833,0.2191340874444157,full_fit,1,1,0,0,1,1,0,0,0,28.0,28.0,0.4885676530228912,-0.0114493034228247,1,0,0,0,-0.0032499999999998,0,0,52.0,1
CAN-WIW90UQ920,0.1987423337188134,0.4259078776927154,0.3753497885884712,0.1987423337188134,full_fit,0,0,0,0,0,0,0,0,1,-17.0,80.0,0.0393205669673677,-0.2921098929254102,1,0,1,0,-0.0003205128205128,0,0,0.0,0
CAN-E3C8YWWQ7Y,0.1666863732174646,0.4347855998313988,0.3985280269511365,0.1666863732174646,full_fit,0,0,0,0,0,0,0,0,0,169.0,169.0,-0.3968749297593682,-0.3173292510921853,0,0,0,0,0.0,0,0,0.0,0
CAN-3KH9A6IWRD,0.5341395725668818,0.1984909385591562,0.2673694888739618,0.5341395725668818,full_fit,1,0,1,0,1,1,0,0,0,41.0,-34.0,-0.001688420875526,0.6717678068530537,0,0,0,0,-0.0003636363636363,0,0,16.0,0
CAN-3EBVNYT2KD,0.200930490114305,0.452464380452498,0.3466051294331967,0.200930490114305,full_fit,2,2,0,0,2,1,1,0,0,-17.0,98.0,0.8019055066163858,-0.3423735641592691,1,0,1,0,0.0036274509803921,0,0,20.5,1
CAN-1EJVSHCWNY,0.4339007794528879,0.2127628139907793,0.3533364065563327,0.4339007794528879,outer_oof,2,1,1,0,2,1,0,1,0,-191.0,-27.0,0.8090382807844974,0.4339157751158812,1,0,0,0,-0.0028461538461538,1,1,7.5,0
CAN-V2R3ZOQEJ1,0.4952578974820738,0.2913565145735516,0.2133855879443745,0.4952578974820738,full_fit,0,0,0,0,0,0,0,0,2,3.0,37.0,0.2179446671721723,-0.099936007291188,0,0,0,0,0.0020000000000001,0,0,0.0,0
CAN-WOQVTRSPZN,0.0865887258642888,0.6197955957879152,0.293615678347796,0.0865887258642888,full_fit,0,0,0,0,0,0,0,0,0,177.0,177.0,-1.1572609885689376,-0.3844895687232267,-1,0,0,0,0.0,0,0,0.0,0
CAN-MDWNE723VW,0.469589975455502,0.2015140691670557,0.3288959553774421,0.469589975455502,full_fit,1,0,1,0,1,1,0,0,0,62.0,-328.0,-0.0456423015015736,0.787259701057207,0,1,0,1,-0.0001923076923077,0,0,19.0,0
CAN-DOPNRIG3J7,0.1174183218507204,0.6008507934427377,0.2817308847065419,0.1174183218507204,full_fit,1,0,1,0,1,1,0,0,0,119.0,-155.0,-0.9925982796134628,0.6916044262527088,-2,1,0,1,-0.0006593406593405,0,0,17.0,0
CAN-6QAYDH0ADT,0.3911940923491604,0.3529871523240688,0.2558187553267708,0.3911940923491604,full_fit,2,1,1,0,2,1,0,1,4,-264.0,-229.0,2.5749066600376915,1.2326601545443006,3,2,1,1,-0.0003571428571427,0,0,33.0,1
CAN-4IPKUJXM5L,0.1475846320503494,0.4798429665776827,0.3725724013719678,0.1475846320503494,full_fit,2,1,1,0,1,1,1,0,0,-38.0,-28.0,0.7510217369455212,0.6332690051143768,1,0,0,0,-0.0040178571428572,0,0,19.5,1
CAN-XFPTBZAKD4,0.171260892929369,0.4668881114076401,0.3618509956629909,0.171260892929369,full_fit,2,2,0,0,2,0,1,1,2,-99.0,-337.0,1.313190056886448,1.6585015300473185,2,2,1,0,0.0005714285714287,0,0,42.5,2
CAN-FR0BWWT3A8,0.1651758673947464,0.3245588067623131,0.5102653258429405,0.1651758673947464,full_fit,2,1,1,0,2,1,1,0,1,-134.0,-91.0,1.4071640619525216,0.6910072422633422,2,1,1,0,0.0015,0,0,9.0,0
CAN-G0L4UBD0A7,0.1773802431497043,0.3472305365972246,0.475389220253071,0.1773802431497043,full_fit,2,1,1,0,2,0,0,2,0,-38.0,-85.0,0.1532893556138332,0.3074326290231051,0,1,0,0,-3.2051282051415164e-05,0,0,48.5,2
CAN-JCK74X4W0W,0.2702302535613365,0.31008958140166,0.4196801650370035,0.2702302535613365,full_fit,1,0,1,0,1,0,0,1,0,141.0,3.0,-0.0621124197077394,0.1532720836075867,0,0,0,1,0.0003030303030303,0,0,10.0,0
CAN-HDSDDNZC20,0.3460224013037337,0.1986728234884999,0.4553047752077664,0.3460224013037337,full_fit,1,0,1,0,1,0,1,0,3,-406.0,-2.0,1.2292199065269946,0.4643699593054537,2,0,1,0,-9.090909090903045e-05,0,0,27.0,0
CAN-TVWR08PFRB,0.2423787254055043,0.3052936486925258,0.4523276259019699,0.2423787254055043,full_fit,1,0,1,0,1,0,0,1,0,54.0,-395.0,-0.103856760361668,0.7401610474625536,0,1,0,0,0.0017619047619047,0,0,34.0,1
CAN-1AASQGX2CY,0.3037101260050985,0.2312577303111234,0.4650321436837779,0.3037101260050985,full_fit,1,0,1,0,1,0,0,1,1,185.0,-244.0,-0.0354905912573432,1.1406758006931534,0,1,0,0,-0.0003571428571428,0,0,9.0,0
